id_del_curso;Área;Nombre;;Precio;Vistas;Suscriptores;Nivel
438420;Diseño;Guía definitiva sobre carrera independiente en diseño de Photoshop;https://www.udemia.cl/freelancing-career-in-photoshop-design/;;1479;49;Todos los niveles
651014;Diseño;Adobe Photoshop (principiante completo);https://www.udemia.cl/learn-adobe-photoshop-complete-beginner-to-a-fricken-master/;;98;3;Todos los niveles
897238;Diseño;Diseño Gráfico Canva para Emprendedores - Diseño 11 Proyectos;https://www.udemia.cl/canva-graphic-design-course/;;18303;202;Todos los niveles
15467;Diseño;Aprende a dibujar - El estilo del cómic;https://www.udemia.cl/aprender-a-dibujar/;;363;14;Nivel intermedio
1134692;Diseño;Aprenda Inkscape: diseño de logotipos y artes del juego;https://www.udemia.cl/design-logos-and-game-arts-inkscape/;;1675;20;Nivel principiante
1228708;Diseño;Aprende Adobe Illustrator y Premiere Pro en 1 hora;https://www.udemia.cl/learn-adobe-illustrator-and-premiere-pro-in-1-hour/;;1;0;Nivel principiante
872262;Diseño;Adobe Photoshop pentru Redes Sociales;https://www.udemia.cl/adobe-photoshop-pentru-social-media/;;0;0;Todos los niveles
831640;Diseño;Guía para principiantes sobre el diseño de portadas de libros.;https://www.udemia.cl/beginners-guide-to-book-cover-designing/;;2;1;Todos los niveles
872816;Diseño;Adobe Illustrator en menores de 10 años: ¡Información rápida al alcance de tu mano!;https://www.udemia.cl/illustratorunder10/;;1;0;Nivel principiante
1223336;Diseño;Photoshop Essentials - Uma IntroduÃ§Ã£o Detalhada;https://www.udemia.cl/photoshop-introducao/;;800;39;Todos los niveles
514496;Diseño;Canva - Simplificando el diseño;https://www.udemia.cl/diseñar-con-canva/;;509;4;Nivel principiante
635716;Diseño;Tipografía: aprende la base y los diseños;https://www.udemia.cl/typography-learn-the-foundation-and-designs/;;220;13;Todos los niveles
968268;Diseño;Photoshop: Organización de eventos y decoración de fiestas;https://www.udemia.cl/curso-de-photoshop-como-hacer-todo-para-tu-fiesta-tematica/;;125;5;Nivel principiante
788722;Diseño;Photoshop CC simple: objetos inteligentes;https://www.udemia.cl/simple-photoshop-cc-smart-objects/;;272;0;Todos los niveles
647520;Diseño;Adobe 1;https://www.udemia.cl/adobe-illustrator-cs6-j/;;11;2;Nivel principiante
475214;Diseño;Diseño de logotipos basados en texto para empresas con Adobe Photoshop;https://www.udemia.cl/text-based-logo-design-using-adobe-photoshop/;;4208;25;Todos los niveles
922092;Diseño;Photoshop para principiantes: ¡De cero a experto!;https://www.udemia.cl/adobe-photoshop-curso-practico/;;410;15;Todos los niveles
632702;Diseño;Adobe Suite: Dé rienda suelta a su creatividad y benefíciese de ella.;https://www.udemia.cl/learn-to-animate-design-earn-up-to-100-per-hour/;;1005;4;Todos los niveles
513846;Diseño;Adobe 2;https://www.udemia.cl/7-adobe-illustrator/;;108;3;Nivel principiante
393850;Diseño;Creación de iconos con Illustrator;https://www.udemia.cl/creacion-de-iconos-con-ilustrador/;;27;3;Nivel principiante
395140;Diseño;Diseñar y animar una interfaz de usuario de jugador;https://www.udemia.cl/design-and-animate-a-gamer-ui/;;3481;37;Todos los niveles
341952;Diseño;Dominar Photoshop: de principiante a profesional de la industria;https://www.udemia.cl/photoshop-tricks-tips-and-techniques/;;1754;52;Todos los niveles
550360;Diseño;GIMP para principiantes. Haga sus propias portadas de libros profesionales;https://www.udemia.cl/gimp-para-principiantes/;;1002;29;Nivel principiante
586680;Diseño;Los maestros hacen Photoshop;https://www.udemia.cl/mestres-do-photoshop/;;86;18;Todos los niveles
724824;Diseño;Photoshopã€€ä¸ç´šè€…ã€ ä¸Šç´šè€…ã Œãƒ—ãƒã «ã ªã‚‹ã Ÿã‚ ã «aeœ€å¾Œã «å¦ã ¶ã€OEè¶…çµ¶aeŠ€ å·§ã€ ãƒ†ã‚¯ãƒ‹ãƒƒã‚¯;https://www.udemia.cl/photoshop-s/;;113;5;Nivel principiante
1029554;Diseño;FormaÃ§Ã£o em Design Gráfico com Corel Draw VersÃµes X8 / 2017.;https://www.udemia.cl/formacao-design-grafico-com-corel-draw-x8/;;418;85;Nivel principiante
1125728;Diseño;Crear letras biseladas en Adobe Illustrator;https://www.udemia.cl/create-beveled-lettering/;;2;0;Nivel principiante
456388;Diseño;Adobe Photoshop CC | La guía esencial;https://www.udemia.cl/adobe-photoshop-cc-the-essential-guide/;;254;5;Todos los niveles
837798;Diseño;Illustrator CC: Sea un diseñador gráfico en Illustrator CC;https://www.udemia.cl/illustratorsupercourse/;;1456;62;Todos los niveles
755680;Diseño;Dibuja un cola de milano realista con lápiz;https://www.udemia.cl/dibujar-una-cola-de-abanico-realista-usando-lapiz/;;6754;109;Todos los niveles
474076;Diseño;Experto Retina / Gráficos HiDPI en Photoshop e Illustrator;https://www.udemia.cl/mastering-retina-graphics/;;2067;8;Todos los niveles
927186;Diseño;Aprende Blender 3D - El curso de introducción;https://www.udemia.cl/learn-blender-3d-in-under-2-hours-the-intro-course/;;739;12;Todos los niveles
766906;Diseño;Aplastando Photoshop CC/CS;https://www.udemia.cl/smashing-photoshop/;;437;7;Todos los niveles
634480;Diseño;Diseño de carteles tipográficos: del boceto al vector;https://www.udemia.cl/typographic-poster-design-from-sketch-to-vector/;;36;5;Todos los niveles
1197810;Diseño;Principios de la Gestalt y diseño de patrones: crear patrones festivos;https://www.udemia.cl/gestalt-principles-surface-pattern-design-create-festive-pattern/;;327;0;Todos los niveles
1181578;Diseño;Componga su novela en 10 sencillos pasos con PagePlus;https://www.udemia.cl/composicion-tu-novela-con-pageplus-en-10-sencillos-pasos/;;69;6;Todos los niveles
447210;Diseño;photoshop | GIMP: Hacks de imágenes rápidos y fáciles para principiantes;https://www.udemia.cl/photoshop-gimp-spotlight-top-image-hacks-que-necesita-saber/;;1275;26;Todos los niveles
627782;Diseño;Aprenda Illustrator recreando los 3 logotipos principales - Guía para principiantes;https://www.udemia.cl/learn-illustrator/;;8786;245;Todos los niveles
449788;Diseño;Diseño gráfico: Guía de diseño gráfico de Photoshop para principiantes;https://www.udemia.cl/how-to-use-adobe-photoshop-for-beginners/;;4550;74;Todos los niveles
1093760;Diseño;Photoshop desde cero a logotipos, dibujo digital y proyectos;https://www.udemia.cl/photoshop-from-scratch-to-logos-digital-drawing-projects/;;91;10;Nivel principiante
1132572;Diseño;Cómo diseñar un membrete impresionante en Adobe Illustrator;https://www.udemia.cl/letterheaddesign/;;4776;115;Todos los niveles
;Diseño;;;;#N/D;#N/D;#N/D
31150;Diseño;Diseño Avanzado de Logotipos e Identidad de Marca;https://www.udemia.cl/advance-design-of-logos-and-brand-identity/;;34;4;Nivel principiante
412864;Diseño;Tipografía 101: elegir las fuentes adecuadas para el éxito empresarial;https://www.udemia.cl/typography-fonts-business/;;1224;10;Nivel principiante
1117796;Diseño;Diseño de logotipo tipográfico en Illustrator - Principiantes y más allá;https://www.udemia.cl/typographical-logo-design/;;1720;40;Todos los niveles
445102;Diseno;Convertir texto en contornos en Adobe InDesign;https://www.udemia.cl/type-to-outlines-indesign/;;725;1;Todos los niveles
385462;Diseno;Diseño de logotipos para su negocio en una hora;https://www.udemia.cl/logo-designing-side-business/;;25277;311;Nivel principiante
1133648;Diseno;Diseño de mapa de fantasía;https://www.udemia.cl/fantasy-mapa-diseño/;;7;2;Nivel principiante
768366;Diseno;Photoshop ¡Fantástico! - La guía completa de Photoshop;https://www.udemia.cl/photoshopfantastic/;;2938;26;Nivel principiante
874012;Diseño;El curso de dibujo definitivo - Principiante a avanzado;https://www.udemia.cl/the-ultimate-drawing-course-beginner-to-advanced/;;26742;2379;Nivel principiante
255604;Diseño;Introducción a ilustrador;https://www.udemia.cl/introducción-a-ilustrador/;;11;4;Todos los niveles
709160;Diseño;Venta de camisetas - Merch By Amazon Fórmula de ganancias con Canva;https://www.udemia.cl/merch-by-amazon-quick-start-t-shirt-sales-using-canva-design/;;380;1;Nivel principiante
405488;Diseño;Photoshop para novatos: ¡desde cero hasta experto!;https://www.udemia.cl/aprende-photoshop-en-10-dias-desde-cero-a-experto/;;3000;470;Todos los niveles
663702;Diseño;Diseño gráfico: duplica tus ventas con Canva;https://www.udemia.cl/canva-marketing/;;1797;40;Todos los niveles
814200;Diseño;å•†æ¥å¥1⁄2è ̈è ̈ˆ-Illustratorå€‹ae€§å•†å“ è ̈è ̈ˆ;https://www.udemia.cl/illustrator-u/;;20;3;Todos los niveles
20150;Diseño;Los íconos de iPhone se volvieron increíbles;https://www.udemia.cl/how-to-make-awesome-icons-for-your-iphone-app-in-60-seconds/;;2346;18;Nivel principiante
520876;Diseño;Plantillas Powerpoint para Publicar en Mercadolibre y Ebay;https://www.udemia.cl/publicacion-rapida-y-profesional-en-mercadolibre/;;15;5;Nivel principiante
987865;Diseño;Hacer patrones en Illustrator;https://www.udemia.cl/make-patterns-in-illustrator/;;0;0;Todos los niveles
;Diseño;;;;;;
971260;Diseño;Logo Design - Diseña un Logo en Photoshop para principiantes;https://www.udemia.cl/diseño-de-logotipo-photoshop/;;740;20;Nivel principiante
1047750;Diseño;Capacitación en Photoshop CC: creación de portadas de álbumes fantásticas;https://www.udemia.cl/photoshop-cc-training-creating-fantastic-album-cover-art/;;1;0;Nivel principiante
655198;Diseño;Siemens NX Unigraphics (UG) Básico para Avanzar Modelado 3D;https://www.udemia.cl/siemens-nx-unigraphics-ug-basic-to-advance-3d-modelling/;;142;23;Nivel intermedio
998580;Diseño;Diseño de aplicaciones móviles: de principiante a intermedio;https://www.udemia.cl/mobile-app-design-from-beginner-to-intermediate/;;896;21;Nivel principiante
1202746;Diseño;Curso en línea de Adobe Illustrator CC y CS6;https://www.udemia.cl/curso-online-de-adobe-illustrator-cc/;;126;18;Todos los niveles
428220;Diseño;Cómo hacer portadas de libros electrónicos profesionales GRATIS;https://www.udemia.cl/kindle-millionare-learn-how-to-make-ebook-covers-like-a-pro/;;1080;6;Todos los niveles
785328;Diseño;Exportación por lotes y paquetes de archivos de logotipos para clientes rápidamente;https://www.udemia.cl/quickly-batch-export-package-logo-files-for-clients/;;489;10;Nivel principiante
62721;Diseño;Anatomía para el dibujo de figuras: Dominar la figura humana;https://www.udemia.cl/anatomy-for-figure-drawing-and-comics/;;15500;754;Nivel principiante
1185898;Diseño;Photoshop - Creación de Efectos 2;https://www.udemia.cl/photoshop-creacion-de-efectos-2/;;0;0;Todos los niveles
1261122;Diseño;Adobe 3;https://www.udemia.cl/1-punto/;;21;0;Todos los niveles
651352;Diseño;Curso Maya 3D;https://www.udemia.cl/curso-de-maya-3d/;;62;9;Nivel principiante
181264;Diseño;Photoshop: Creando agua elemental;https://www.udemia.cl/photoshop-creando-elemental-de-agua/;;1;1;Nivel principiante
861742;Diseño;Gráfico en movimiento con After Effect desde cero en 5 horas;https://www.udemia.cl/motion-graphic-with-ae/;;50;7;Todos los niveles
1139792;Diseño;Photoshop 2;https://www.udemia.cl/nice-ppt/;;3;2;Nivel principiante
1009622;Diseño;Photoshop 3;https://www.udemia.cl/blender-beginner/;;8;1;Nivel principiante
181294;Diseño;Photoshop: creación de efectos de luz;https://www.udemia.cl/photoshop-creando-efectos-de-luz/;;3;1;Todos los niveles
846214;Diseño;DISEÑO DE TARJETAS DE VISITA EN POWERPOINT;https://www.udemia.cl/diseñar-tarjetas-de-negocio-planas-en-powerpoint/;;1710;13;Todos los niveles
220604;Diseño;Pixelmator: crea gráficos vectoriales desde cero;https://www.udemia.cl/create-icons-and-shapes-from-scratch-using-pixelmator/;;507;42;Nivel intermedio
771044;Diseño;Gana dinero con Photoshop: logotipos, tarjetas de visita y folletos;https://www.udemia.cl/ganar-dinero-con-photoshop-logos-business-cards-brochures/;;32;4;Todos los niveles
435626;Diseño;Una guía para principiantes para crear gráficos vectoriales con Photoshop;https://www.udemia.cl/beginners-guide-course-to-vector-graphics-with-adobe-photoshop-course-;;1207;5;Todos los niveles
133968;Diseño;Diseño de Elementos Web con Photoshop;https://www.udemia.cl/diseño-de-elementos-web-con-photoshop/;;5072;38;Nivel principiante
1196852;Diseño;Photoshop: cómo crear impresionantes collages;https://www.udemia.cl/photoshop-how-to-create-stunning-collages-in-5-minutes/;;2044;17;Nivel intermedio
148982;Diseño;Mashup: transforma un boceto escaneado en una pintura digital;https://www.udemia.cl/mashup-transform-a-scanned-sketch-into-a-digital-painting/;;57;3;Nivel principiante
1226182;Diseño;Diseño de boletos y cupones en Photoshop e Illustrator;https://www.udemia.cl/design-tickets-and-vouchers-in-photoshop-and-illustrator/;;502;0;Todos los niveles
753934;Diseño;Crea diseños planos con Inkscape;https://www.udemia.cl/crea-diseños-planos-con-inkscape/;;259;3;Todos los niveles
895394;Diseño;Cómo construir su propio negocio de diseño de banner web;https://www.udemia.cl/how-to-build-your-own-web-banner-design-business/;;5000;7;Nivel principiante
1164720;Diseño;Canvas 3;https://www.udemia.cl/ixlnjjvn/;;5;3;Todos los niveles
379814;Diseño;Bocetos: cómo dibujar personas, manos, ojos, edificios y automóviles;https://www.udemia.cl/sketching-drawing/;;500;16;Todos los niveles
590622;Diseño;Diseño de logotipos: guía para el diseño de logotipos en Photoshop;https://www.udemia.cl/graphic-design-mastering-logo-design/;;6215;86;Todos los niveles
934790;Diseño;Adobe - Crea un logo profesional paso a paso (Agricultura);https://www.udemia.cl/adobe-create-a-professional-logo-step-by-step-farming/;;214;0;Nivel principiante
787096;Diseño;Técnicas de diseño plano más buscadas #3: Espacio de oficina;https://www.udemia.cl/flat-design-flat-ui-design-flat-colors-flat-design-office-space/;;1028;2;Todos los niveles
1068902;Diseño;Aprenda a diseñar un logotipo en Adobe Illustrator en 30 minutos;https://www.udemia.cl/30minlogo/;;1270;53;Nivel principiante
74782;Diseño;Cómo crear increíbles imágenes en miniatura personalizadas de YouTube;https://www.udemia.cl/how-to-create-increíble-youtube-custom-thumbnail-images/;;78;6;Nivel principiante
1027080;Diseño;Portafolio de logos en 1 hora en Wordpress;https://www.udemia.cl/logoportfolio/;;734;9;Todos los niveles
222976;Diseño;Crear portadas de libros electrónicos Kindle con PowerPoint;https://www.udemia.cl/create-kindle-ebook-covers-with-powerpoint/;;87;7;Todos los niveles
1029436;Diseño;Aprenda Cinema 4D: cree un fondo abstracto;https://www.udemia.cl/create-an-abstract-background/;;2004;4;Nivel principiante
956002;Diseño;After Effects: todas las funciones de seguimiento;https://www.udemia.cl/spannende-after-effects-techniken/;;1;0;Todos los niveles
1164488;Diseño;Interiores Sostenibles 101;https://www.udemia.cl/interiores-sostenibles-101/;;1;0;Todos los niveles
374404;Diseño;Fundamentos de la Tipografía - Para un diseño eficaz;https://www.udemia.cl/los-fundamentos-de-la-tipografia/;;172;24;Nivel principiante
206592;Diseño;:::Guía para principiantes para crear imágenes asombrosas con Canva:::;https://www.udemia.cl/guia-para-principiantes-para-crear-imagenes-maravillosas-con-canva/;;72;5;Nivel principiante
611370;Diseño;Citar imágenes para Pinterest, Facebook e Instagram;https://www.udemia.cl/imagenes-virales-pinterest-facebook-instagram/;;12103;576;Todos los niveles
484896;Diseño;Autoedición 101: edición simplificada;https://www.udemia.cl/desktop-publishing-101-learn-editing-in-a-simplified-way/;;507;9;Todos los niveles
753774;Diseño;Aprenda selecciones avanzadas de Photoshop;https://www.udemia.cl/learn-advanced-photoshop-selections/;;661;4;Nivel principiante
561800;Diseño;Introducción a Adobe Illustrator;https://www.udemia.cl/introducción-a-adobe-illustrator/;;189;13;Todos los niveles
1274846;Diseño;Photoshop AvanÃ§ado - PÃ³s ProduÃ§Ã£oe fusÃ£o com 3D;https://www.udemia.cl/photoshop-avancado-pos-producao-e-fusao-com-3d/;;15;0;Todos los niveles
1164876;Diseño;3DS MAX: aprenda el tutorial de 3Ds MAX para principiantes en urdu hindi;https://www.udemia.cl/learn-3ds-max-tutorial-for-beginners-in-urdu-hindi/;;785;2;Nivel principiante
599652;Diseño;48 Diseños de Logotipos y Técnicas;https://www.udemia.cl/professional-logo-design-vol-2/;;113;9;Todos los niveles
413713;Diseño;Una guía completa para una exitosa carrera de diseño de logotipos freelance;https://www.udemia.cl/be-a-successful-logo-designer/;;2745;61;Todos los niveles
1046540;Diseño;Cómo dibujar manga manga profesional por Punix;https://www.udemia.cl/punix_drawface/;;83;3;Todos los niveles
185500;Diseño;Introducción al retrato realista con Photoshop;https://www.udemia.cl/introduccion-al-retrato-realista-con-photoshop/;;3;0;Todos los niveles
1012262;Diseño;Diseño de iconos y símbolos de logotipos en Adobe Illustrator;https://www.udemia.cl/icondesign/;;1043;27;Nivel principiante
986832;Diseño;Adobe Photoshop CC Introducción;https://www.udemia.cl/adobe-photoshop-cc-introduction/;;1;0;Todos los niveles
834226;Diseño;DISEÑO DE ICONOS PLANOS EN POWERPOINT;https://www.udemia.cl/flat-icon-design-powerpoint/;;1534;24;Todos los niveles
780150;Diseño;Aprendiendo Photoshop CC 2015;https://www.udemia.cl/aprendizaje-photoshop-cc-2015/;;311;49;Nivel intermedio
1147664;Diseño;Photoshop CC EÄŸitim Seti (YENÄ°);https://www.udemia.cl/photoshop-cc-egitim-seti-yeni/;;27;5;Todos los niveles
923902;Diseño;Aprende Photoshop para Diseño: Proyectos 100% Prácticos;https://www.udemia.cl/photoshop-for-design-learn-banner-design-in-photoshop/;;651;5;Todos los niveles
185528;Diseño;Iniciar en Microestación;https://www.udemia.cl/initiate-en-microstation/;;0;0;Nivel principiante
751230;Diseño;Illustrator CC: ¡Diseño y dibujo desde cero hasta experto!;https://www.udemia.cl/illustrator-cc-design-and-drawing-from-scratch-to-expert/;;2427;99;Todos los niveles
1168910;Diseño;Fácil Ilustración y Animación 2D;https://www.udemia.cl/ilustracion-facil-y-animacion-2d/;;56;16;Nivel principiante
365926;Diseño;Diseño de Promoción de Eventos;https://www.udemia.cl/eventspromotiondesign/;;4;0;Todos los niveles
1184664;Diseño;Diseño de tarjeta de presentación en Photoshop: gana dinero haciéndolo;https://www.udemia.cl/diseñar-tarjeta-de-negocio-en-photoshop-ganar-dinero-haciéndolo-/;;120;10;Nivel principiante
482208;Diseño;Aprenda los conceptos básicos de Photoshop CC;https://www.udemia.cl/learn-photoshop-cc-essentials/;;3117;30;Todos los niveles
961684;Diseño;Mastering Logo Design - 20 Proyectos paso a paso;https://www.udemia.cl/mastering-logo-designing-20-projects-step-by-step/;;2599;24;Todos los niveles
1228900;Diseño;Aprenda a diseñar portadas de libros profesionales con Photoshop 4 Principiante;https://www.udemia.cl/learn-professional-book-cover-designing-photoshop/;;6428;21;Todos los niveles
803058;Diseño;Taller de diseño de camisetas 01: Fundación;https://www.udemia.cl/t-shirt-design-workshop-01-foundation/;;690;162;Nivel principiante
876444;Diseño;Inkscape 101 para principiantes - Diseño de gráficos vectoriales;https://www.udemia.cl/inkscape-101-for-beginners-design-vector-graphics/;;13;5;Nivel principiante
794036;Diseño;8 Impresionantes profesionales Cinema 4D Training;https://www.udemia.cl/professionelle-3d-modelle-leicht-verstandlich-erstellen/;;18;1;Nivel principiante
1177156;Diseño;Cómo crear logotipos exitosos - Start Designer;https://www.udemia.cl/como-criar-logos-de-sucesso-start-designer/;;0;0;Todos los niveles
727510;Diseño;Cómo convertirse en vendedor mayorista de Etsy;https://www.udemia.cl/how-to-become-an-etsy-wholesale-seller/;;1013;0;Nivel intermedio
452182;Diseño;Cómo hacer un gráfico personalizado a partir de bocetos;https://www.udemia.cl/how-to-create-vector-art-from-drawings-by-hand/;;21;4;Nivel principiante
995384;Diseño;Diseño de logotipo comercial profesional con herramientas en línea gratuitas;https://www.udemia.cl/professional-business-logo-design-using-free-online-tools/;;0;0;Nivel intermedio
546124;Diseño;Dibujar estilo anime y manga;https://www.udemia.cl/dibujo-anime-y-estilo-manga/;;82;5;Todos los niveles
896742;Diseño;Aprenda Modelagem 3D con 123D Design;https://www.udemia.cl/123d-design/;;334;26;Nivel intermedio
446022;Diseño;Conceptos básicos de InDesign para principiantes: aprenda InDesign rápidamente;https://www.udemia.cl/indesign-basics-how-to-use-indesign-like-a-pro/;;177;8;Todos los niveles
981684;Diseño;Adobe InDesign CC Avanzado;https://www.udemia.cl/adobe-indesign-cc-advanced/;;114;24;Nivel intermedio
64078;Diseño;Iconos de iPhone en iOS7 - aprender diseño plano;https://www.udemia.cl/iphone-icon-secretos-diseño-plano/;;165;4;Todos los niveles
835082;Diseño;Pintor Corel 2016;https://www.udemia.cl/corel-painter-2016/;;41;9;Nivel principiante
280194;Diseño;Conviértete en diseñador gráfico y ganáte la vida con ello;https://www.udemia.cl/conviértete-en-diseñador-gráfico-y-gana-la-vida-de-eso/;;2354;12;Nivel principiante
1062048;Diseño;Dominar Photoshop CC 2017 - El arte del diseño y la tecnología;https://www.udemia.cl/mastering-basics-of-photoshopcc-a-complete-beginners-guide/;;3721;95;Todos los niveles
439968;Diseño;Diseño de revista: comience su propia revista en menos de 24 horas;https://www.udemia.cl/how-to-start-your-own-magazine/;;802;10;Nivel principiante
536780;Diseño;Adobe Illustrator CC - Desde cero;https://www.udemia.cl/adobe-illustrator-cc-from-scratch/;;115;12;Nivel principiante
909486;Diseño;¡Dibujando divertidas caricaturas! :) -¡El Mejor Método!;https://www.udemia.cl/caricatura/;;41;11;Nivel principiante
558432;Diseño;Consejos fáciles de tipografía para embellecer y fortalecer su trabajo;https://www.udemia.cl/typography-tips/;;3192;11;Todos los niveles
553832;Diseño;Crea diseños de personajes profesionales en Photoshop;https://www.udemia.cl/create-professional-character-designs-in-photoshop/;;228;11;Nivel principiante
660876;Diseño;Diseño gráfico: una descripción general del campo;https://www.udemia.cl/graphic-design-secrets/;;23229;2215;Todos los niveles
701468;Diseño;Photoshopãƒžã‚1ã‚¿ãƒ1⁄4ã‚3ãƒ1‚1ã€€åŸoç¤Žã ‹ã‚‰ä ̧Šç ́šã 3⁄4ã §ã€€ã‚1ãƒ†ãƒƒãƒ—ãƒ ã‚¤ã‚1 ãƒ†ãƒƒãƒ —ã §Photoshop ®ã TMã 1ã ¦ã‚'å¦ã 1⁄4ã †;https://www.udemia.cl/photoshop-x/;;354;27;Todos los niveles
276680;Diseño;Cómo Diseñar Logos;https://www.udemia.cl/como-diseñar-logos/;;422;120;Todos los niveles
145178;Diseño;Aprende Diseño Gráfico Real;https://www.udemia.cl/aprender-diseño-real/;;297;27;Todos los niveles
17349;Diseño;Dibujo de la figura del natural mediante la técnica de Reilly.;https://www.udemia.cl/figure-drawing-from-life-using-the-reilly-technique/;;47811;1041;Nivel principiante
93484;Diseño;Dibujar personajes de dibujos animados;https://www.udemia.cl/cartoonycharacters/;;1564;103;Nivel principiante
1076222;Diseño;Las técnicas más populares en Photoshop;https://www.udemia.cl/las-tecnicas-mas-populares-en-photoshop/;;1753;18;Nivel principiante
722176;Diseño;Uso básico de Adobe Photoshop;https://www.udemia.cl/uso-básico-de-adobe-photoshop/;;1;0;Nivel intermedio
286424;Diseño;Aprende a diseñar un logotipo en Adobe Illustrator;https://www.udemia.cl/aprende-a-diseñar-un-logotipo-en-adobe-illustrator/;;3390;49;Nivel principiante
866796;Diseño;Aprende Blender 3D - El curso de materiales y texturas;https://www.udemia.cl/learn-blender-3d-the-materials-and-texture-course/;;711;48;Nivel principiante
559204;Diseño;Guía de inicio rápido de Photoshop para bocetos digitales;https://www.udemia.cl/photoshop-quickstart-guide-to-digital-sketching/;;1679;24;Todos los niveles
286508;Diseño;Diseño gráfico: la guía rápida;https://www.udemia.cl/graphic-design-the-quick-guide/;;1350;29;Nivel principiante
288110;Diseño;Illustrator: creación de imágenes estilizadas a partir de una fotografía;https://www.udemia.cl/illustrator-free-creating-stylised-images-from-a-photo-using-trace/;;1500;11;Todos los niveles
231970;Diseño;Perspectiva de dibujo para principiantes;https://www.udemia.cl/dibujo-en-perspectiva-101/;;736;50;Todos los niveles
1104858;Diseño;Herramientas de Photoshop 101;https://www.udemia.cl/photoshoptools101/;;6;0;Nivel principiante
801186;Diseño;Letras;https://www.udemia.cl/saibala-lettering/;;135;33;Nivel intermedio
47004;Diseño;Curso de Photoshop: Diseña una portada de libro electrónico en Photoshop;https://www.udemia.cl/ebook-cover-design/;;11893;69;Todos los niveles
574132;Diseño;¡Cómo utilizar Corel Draw por completo!;https://www.udemia.cl/como-utilizar-o-corel-draw-por-completo/;;293;32;Todos los niveles
68876;Diseño;Cómo crear íconos de aplicaciones móviles de alto rango - Edición iOS;https://www.udemia.cl/appicondesigner/;;130;6;Todos los niveles
850426;Diseño;Clase magistral de Photoshop CC;https://www.udemia.cl/photoshop-cc-masterclass/;;505;88;Todos los niveles
288850;Diseño;Cree un diseño de logotipo con Illustrator en menos de un día;https://www.udemia.cl/designing-logos-with-illustrator-beginners-to-advanced/;;22;1;Todos los niveles
590794;Diseño;Consejo rápido de Illustratorï¼š10åˆ†ã §Kawaiiã‚«ãƒ¡ãƒ¬ã‚ªãƒ³ã‚'æ ã “ã †;https://www.udemia.cl/illustrator-quick-tip10kawaii/;;381;24;Nivel intermedio
371490;Diseño;Diseño gráfico: cree pancartas publicitarias GIF animadas en Photoshop;https://www.udemia.cl/create-cool-animated-gif-advertising-banners-with-photoshop/;;6612;44;Todos los niveles
188604;Diseño;Crea personajes fantásticos con Photoshop;https://www.udemia.cl/crea-personajes-fantasticos-con-photoshop/;;1;0;Todos los niveles
374652;Diseño;Sketch 3 - Nueva guía para el diseño de aplicaciones móviles iOS 8 (2015);https://www.udemia.cl/tutorial-design-youtube-app-ui-ux-sketch3-swift/;;481;15;Nivel intermedio
283038;Diseño;Adobe Illustrator CS6 ;https://www.udemia.cl/adobe-illustrator-cs6-kottab/;;48;15;Todos los niveles
906760;Diseño;Dibujo de Corel x7;https://www.udemia.cl/coreldrawx7/;;164;43;Nivel principiante
456988;Diseño;Bootcamp de diseño gráfico: flujo de trabajo profesional y consejos de diseño;https://www.udemia.cl/graphic-design-bootcamp-layout-and-workflow-basics/;;99;10;Nivel principiante
904144;Diseño;Diseña tus propias fuentes. Además de un montón de secretos tipográficos.;https://www.udemia.cl/diseñe-sus-propias-fuentes/;;67;8;Todos los niveles
637066;Diseño;Aprende Dibujo Digital en Photoshop;https://www.udemia.cl/dibujo-digital-en-photoshop/;;1080;15;Nivel principiante
809216;Diseño;Canva: Diseña la carátula del álbum en minutos, ¡no más tarifas!;https://www.udemia.cl/canva-make-album-covers-for-free/;;3103;42;Todos los niveles
861444;Diseño;Diseñe sus propios iconos de logotipos de redes sociales en Adobe Illustrator;https://www.udemia.cl/design-social-media-logo-icons-in-adobe-illustrator/;;2424;29;Todos los niveles
699380;Diseño;Creación de una tarjeta de felicitación animada a través de Google Slides;https://www.udemia.cl/creando-una-tarjeta-de-felicitacion-animada-via-google-slides-3/;;770;8;Todos los niveles
601092;Diseño;Curso de Diseño e Ilustración de Armas para Videojuegos;https://www.udemia.cl/curso-de-diseno-e-ilustracion-de-armas-para-videojuegos/;;183;18;Todos los niveles
482924;Diseño;Mastering Retoque y Restauración (15 proyectos Incluidos);https://www.udemia.cl/mastering-beauty-retouching-and-photo-restoration/;;4927;15;Nivel intermedio
692920;Diseño;Creación de una tarjeta de felicitación animada a través de Google Slides;https://www.udemia.cl/creando-una-tarjeta-de-felicitacion-animada-via-google-slides/;;1504;10;Nivel intermedio
433084;Diseño;Hermosos gráficos sociales de bricolaje que no requieren Photoshop;https://www.udemia.cl/diy-beautiful-social-graphics-that-dont-require-photoshop/;;238;9;Todos los niveles
223884;Diseño;Adobe 4;https://www.udemia.cl/first-idraw/;;13;0;Nivel principiante
834114;Diseño;Diseño conceptual de personajes para principiantes;https://www.udemia.cl/character-concept-design-from-beginner-to-pro/;;1197;55;Todos los niveles
656914;Diseño;Diseño de logotipo de juego de dibujos animados usando Photoshop;https://www.udemia.cl/diseño-del-logotipo-del-juego-de-dibujos-animados-usando-photoshop/;;1076;11;Nivel principiante
