ID_Curso;;URL;Precio;Suscriptores;Vistas;Nivel;Área
544176;¡Tenga éxito en Forex incluso si no sabe por dónde empezar!;https://www.udemia.cl/forex-trading-for-beginners-live-fx-examples/;200000;38;1806;Nivel principiante;Finanzas
517938;Introducción sobreviviente a las finanzas;https://www.udemia.cl/surviving-introduction-to-finance/;0;7;1362;Nivel intermedio;Finanzas
294292;Negociación de seis etapas;https://www.udemia.cl/six-stage-negotiation-for-cash-collection/;30000;0;1;Todos los niveles;Finanzas
537886;Sistemas de Negociación de Fondos de Cobertura para Acciones - Primera Parte;https://www.udemia.cl/amibroker-trading-systems/;200000;8;52;Todos los niveles;Finanzas
1068986;Contabilidad rápida y eficaz;https://www.udemia.cl/contabilidad11/;40000;60;379;Nivel principiante;Finanzas
1209694;Conceptos básicos de comercio de opciones (paquete de 3 cursos);https://www.udemia.cl/learn-options-trading-courses/;180000;985;10100;Todos los niveles;Finanzas
631276;Samuel and Co Trading - Comercio de acciones y divisas;https://www.udemia.cl/samuel-co-forex-and-stock-trading/;50000;109;592;Todos los niveles;Finanzas
267984;Gastos generales de contabilidad de costos (nivel de curso profesional);https://www.udemia.cl/overheads-in-cost-accounting/;20000;6;2383;Todos los niveles;Finanzas
692722;La psicología del comercio;https://www.udemia.cl/la-psicologia-del-comercio/;20000;3;95;Todos los niveles;Finanzas
831170;¿Cómo iniciar una carrera exitosa en finanzas?;https://www.udemia.cl/la-guia-completa-como-conseguir-el-trabajo-de-sus-suenos-en-finanzas/;0;7;1318;Nivel principiante;Finanzas
680044;entiende la contabilidad y consigue un aumento de salario;https://www.udemia.cl/fundamentos_de_contabilidad_foli/;20000;18;260;Todos los niveles;Finanzas
332848;Teneduría de libros y contabilidad profesional 3: Doble entrada;https://www.udemia.cl/contabilidad-profesional-y-contabilidad-3-doble-entrada/;35000;8;81;Nivel principiante;Finanzas
543212;Crowdfunding para cineastas;https://www.udemia.cl/crowdfunding-for-filmmakers/;65000;6;32;Nivel principiante;Finanzas
803028;Cómo ganar constantemente acciones comerciales en 30 días o menos;https://www.udemia.cl/winningstocktrades/;145000;169;1433;Todos los niveles;Finanzas
830870;Comercio de divisas para principiantes - Conceptos básicos;https://www.udemia.cl/complete-forex-trading-for-beginners-in-1-course-basics/;50000;9;989;Todos los niveles;Finanzas
735550;¡Trucos presupuestarios para generar riqueza!;https://www.udemia.cl/presupuesto-riqueza/;0;154;4931;Nivel intermedio;Finanzas
994754;Cómo operar en Forex como un fondo de cobertura: estrategias largas de FX;https://www.udemia.cl/how-to-trade-forex-like-a-hedge-fund/;115000;5;504;Nivel principiante;Finanzas
571730;Estrategias fiscales de los ricos;https://www.udemia.cl/todo-lo-que-necesita-saber-sobre-los-impuestos/;195000;19;207;Nivel principiante;Finanzas
936328;CFA® Nivel 1 2014 – FI;https://www.udemia.cl/cfa-nivel-1-renta-fija/;40000;0;149;Nivel intermedio;Finanzas
406922;Comercio de Forex - L'analyse des volumes;https://www.udemia.cl/trading-forex-lanalyse-des-volumes/;70000;3;4;Todos los niveles;Finanzas
20185;MCA Contabilidad y Gestión Financiera -Papel MCS 35 IGNOU;https://www.udemia.cl/valor-del-dinero-en-el-tiempo/;180000;4;3667;Nivel principiante;Finanzas
937150;Usando 'Los griegos para entender las opciones';https://www.udemia.cl/options-greeks/;50000;55;2134;Nivel intermedio;Finanzas
637176;Duplique su cuenta de Forex usando el robot comercial MAGIC MA;https://www.udemia.cl/duplica-tu-cuenta-de-forex-usando-el-robot-magic-ma/;65000;117;1160;Todos los niveles;Finanzas
411778;188% de ganancia en 1 año - Forex ALGO Robot Trading sin indicador;https://www.udemia.cl/forex-robot-comercio/;120000;71;357;Nivel principiante;Finanzas
476256;Análisis Técnico Básico: Conozca la estructura del mercado;https://www.udemia.cl/learn-basic-technical-analysis/;20000;79;4919;Todos los niveles;Finanzas
1142570;Beneficio durante la caída de los mercados: una guía paso a paso;https://www.udemia.cl/profit-while-crashing-markets-a-step-by-step-guide/;195000;11;57;Nivel intermedio;Finanzas
218416;Conceptos básicos del comercio de opciones: las guías ULTIMATE;https://www.udemia.cl/options-trading-essentials/;0;6;1352;Nivel Experto;Finanzas
400464;Aprenda a duplicar su cuenta de operaciones de Forex en una sola operación;https://www.udemia.cl/aprende-cómo-duplicar-tu-cuenta-de-trading-forex-en-una-operación/;60000;424;2900;Todos los niveles;Finanzas
637922;Inversión: Fundamentos del Trading para Principiantes;https://www.udemia.cl/dinero-aprende-trading-y-se-exitoso/;125000;6;285;Nivel Experto;Finanzas
945750;Adquiera: aprenda del jefe de adquisiciones de eBay;https://www.udemia.cl/entrepreneurship-buy-and-sell-your-startup-or-business/;195000;70;1420;Nivel principiante;Finanzas
305368;La guía completa para operar en Forex;https://www.udemia.cl/la-guia-completa-para-comerciar-en-forex/;20000;12;1329;Todos los niveles;Finanzas
109988;Clase magistral de opciones binarias;https://www.udemia.cl/binary-options-masterclass/;200000;11;70;Nivel principiante;Finanzas
479688;Análisis comercial cuantitativo con R;https://www.udemia.cl/quantitative-trading-analysis-with-r/;50000;40;567;Nivel principiante;Finanzas
739964;El curso completo de comercio de patrones de gráficos: un enfoque probado;https://www.udemia.cl/make-money-trading-stocks-from-home/;200000;115;2666;Nivel principiante;Finanzas
866584;Hágalo Usted Mismo: Reduzca los Impuestos Federales No Pagados a Través de la Oferta de Compromiso del IRS;https://www.udemia.cl/diy-reduce-unpaid-federal-tax-thru-irs-offer-in-compromise/;20000;3;44;Todos los niveles;Finanzas
192576;Paquete de diferenciales de opciones y diferenciales de crédito;https://www.udemia.cl/option-spreads-and-credit-spreads-bundle/;180000;194;2212;Todos los niveles;Finanzas
998872;Fundamentos de CFA Nivel I: Introducción a los informes financieros;https://www.udemia.cl/cfa-foundation-financial-reporting/;50000;5;226;Nivel principiante;Finanzas
602032;Fundamento de opciones - Decaimiento del tiempo, volatilidad implícita, griegos;https://www.udemia.cl/learn-options-trading/;60000;25;459;Todos los niveles;Finanzas
1148774;Bitcoin Investing: la estrategia completa de comprar y mantener;https://www.udemia.cl/bitcoin-investing/;25000;70;477;Nivel principiante;Finanzas
572744;Comercio de divisas: indicador RSI: un arma secreta;https://www.udemia.cl/forex-tradinglearn-rsi-indicator-to-trade-like-a-pro/;95000;13;57;Todos los niveles;Finanzas
594936;Negociación de opciones para principiantes: estrategias básicas de opciones;https://www.udemia.cl/basic-option-strategies-trading-vertical-options/;95000;27;810;Todos los niveles;Finanzas
615602;El inversor inteligente;https://www.udemia.cl/el-inversor-inteligente/;30000;40;384;Todos los niveles;Finanzas
1015274;Curso acelerado de Excel: Master Excel para análisis financiero;https://www.udemia.cl/excel-crash-course-master-excel-for-financial-analysis/;105000;689;8121;Nivel principiante;Finanzas
532836;Conceptos básicos de contabilidad 101 para comprender los negocios;https://www.udemia.cl/working-capital-formula-secrets-revealed/;20000;2;7;Todos los niveles;Finanzas
536166;Forex: Comercio de noticias económicas;https://www.udemia.cl/forex-economic-news-trading/;25000;14;42;Nivel intermedio;Finanzas
1135126;Sistema de curso de comercio de opciones de mariposa de ala rota de Condor;https://www.udemia.cl/condor-broken-wing-butterfly-options-trading-course-system/;0;0;16;Todos los niveles;Finanzas
771276;Aprenda a operar con divisas y acciones: de principiante a avanzado;https://www.udemia.cl/tradeforex/;200000;25;1645;Todos los niveles;Finanzas
943426;Interpretación de los estados financieros;https://www.udemia.cl/estados-financieros-centrados-en-los-flujos-de-efectivo/;0;111;2119;Nivel principiante;Finanzas
57415;Principiante a Pro - Análisis Financiero en Excel 2017;https://www.udemia.cl/curso-de-finanzas-de-excel-completo-de-principiante-a-profesional/;95000;11;2451;Todos los niveles;Finanzas
354324;Teneduría de libros y contabilidad profesional 1: Compras y ventas;https://www.udemia.cl/contabilidad-y-contabilidad-profesional-1/;35000;22;551;Nivel principiante;Finanzas
907444;El comerciante de opciones inteligente;https://www.udemia.cl/the-smart-option-trader/;45000;19;412;Todos los niveles;Finanzas
442114;El modelo para el comercio de acciones exitoso;https://www.udemia.cl/stock-market-millionaire-blueprint/;120000;331;2697;Nivel intermedio;Finanzas
891490;Forex Trading A-Zâ„¢ - Con ejemplos EN VIVO de Forex Trading;https://www.udemia.cl/forex-trading/;195000;2476;16900;Nivel principiante;Finanzas
834836;Inversión bursátil:Análisis fundamental no financiero;https://www.udemia.cl/stock-market-investmentnon-financial-fundamental-analysis/;125000;4;1091;Todos los niveles;Finanzas
881378;Dominio de los gráficos de velas japonesas: comercio de alta probabilidad;https://www.udemia.cl/mastering-candlestick-charting/;50000;16;123;Todos los niveles;Finanzas
814068;Capacitación sobre futuros/productos básicos (conceptos básicos);https://www.udemia.cl/commodity/;0;202;4863;Todos los niveles;Finanzas
1057242;El costo del capital: la clave para atraer capitalistas de riesgo;https://www.udemia.cl/el-coste-del-capital-y-la-evaluacion-de-las-ideas/;50000;4;635;Todos los niveles;Finanzas
512004;FOREX: de cero a héroe;https://www.udemia.cl/forex-from-zero-to-hero/;150000;27;152;Nivel principiante;Finanzas
422918;Aprenda modelos financieros desde cero - Parte 1;https://www.udemia.cl/learn-financial-modeling-part1/;50000;4;7;Nivel principiante;Finanzas
638980;Forex: estrategia superior de gestión de acciones;https://www.udemia.cl/forex-millionaire-money-management-strategy/;20000;4;18;Todos los niveles;Finanzas
619296;Gestión de presupuestos en el sector público y sin fines de lucro;https://www.udemia.cl/managing-budgets-in-the-public-and-non-profit-sector/;95000;0;4;Nivel principiante;Finanzas
975046;Aprenda a operar en Forex: de principiante a profesional;https://www.udemia.cl/learn-to-trade-forex-from-only-10-minutes-a-day/;195000;7;89;Todos los niveles;Finanzas
724062;Aumente su puntuación de crédito a 800 o más....;https://www.udemia.cl/aumente-su-puntaje-de-credito-a-800-o-mas/;50000;33;844;Nivel principiante;Finanzas
777932;Estrategia de ruptura del RSI comercial: gran relación riesgo/recompensa (Forex);https://www.udemia.cl/trade-rsi-breakout-strategy-great-riskreward-ratio-forex/;200000;12;66;Todos los niveles;Finanzas
703770;Comprender los derivados financieros;https://www.udemia.cl/comprender-los-derivados-financieros/;20000;1;16;Nivel principiante;Finanzas
123242;Gestión del capital de trabajo para los exámenes CA / CFA / CPA;https://www.udemia.cl/working-capital-management/;25000;9;2342;Nivel principiante;Finanzas
959144;Bitcoin para principiantes: su guía de inicio rápido para Bitcoin;https://www.udemia.cl/bitcoin-podcast/;0;444;10670;Todos los niveles;Finanzas
1187758;Negociación situacional: estrategia de opciones comprobada para cualquier escenario;https://www.udemia.cl/situationaltrading/;200000;11;1048;Todos los niveles;Finanzas
484132;Investing 101: el curso completo de inversión en línea;https://www.udemia.cl/guia-de-inversion-en-linea/;200000;373;5334;Nivel principiante;Finanzas
42643;Operar en Forex como los bancos: paso a paso con ejemplos en vivo;https://www.udemia.cl/forex-trading-like-banks-step-by-step-with-live-examples/;195000;45;677;Nivel principiante;Finanzas
130298;CFAÂ® Nivel 1 2014 â€“ Inversiones alternativas;https://www.udemia.cl/cfa-level-1-2014-alternative-investments/;30000;1;831;Todos los niveles;Finanzas
933394;NIC 8-Políticas Contables, Cambios en Estimaciones Contables;https://www.udemia.cl/ias-8-accounting-policies-changes-in-accounting-estimates/;0;30;2122;Nivel intermedio;Finanzas
867682;¡Conceptos básicos de opciones y operaciones con capital pequeño! - Nivel 1;https://www.udemia.cl/options-basics-trading-with-small-capital/;30000;17;120;Todos los niveles;Finanzas
671578;Contabilidad financiera Parte 2 - Aprobar la clase;https://www.udemia.cl/financial-accounting-part-2-passing-the-class/;20000;4;15;Nivel principiante;Finanzas
723510;Modelado financiero: construya un modelo de valoración DCF completo;https://www.udemia.cl/aprende-cómo-valorar-una-empresa-y-construir-un-modelo-dcf/;95000;185;2240;Todos los niveles;Finanzas
508796;Introducción a la inversión en crecimiento de valor;https://www.udemia.cl/introduction-to-value-growth-investing/;0;83;2768;Todos los niveles;Finanzas
652768;Comercio FOREX con acción de precio;https://www.udemia.cl/forex-trading-system/;195000;57;484;Nivel principiante;Finanzas
478598;Escriba una propuesta de subvención comercial exitosa;https://www.udemia.cl/write-a-successful-business-grant-proposal/;20000;0;6;Todos los niveles;Finanzas
83736;Cómo maximizar sus ganancias Opciones comerciales;https://www.udemia.cl/how-to-maximize-your-profits-trading-options/;200000;45;1276;Todos los niveles;Finanzas
720994;Introducción a la Contabilidad;https://www.udemia.cl/contabilidad-en-una-hora/;20000;19;193;Todos los niveles;Finanzas
174790;Aprenda a operar en Forex Precio desnudo Acción Wammie Trade;https://www.udemia.cl/learn-to-trade-forex-naked-price-action-wammie-trade/;40000;16;159;Nivel Experto;Finanzas
998706;Hoja de ruta del mercado de capitales;https://www.udemia.cl/capital-market-road-mapa/;50000;47;495;Todos los niveles;Finanzas
542028;Curso de inversión y comercio de criptomonedas (BTC y ETH) 2017;https://www.udemia.cl/cryptocurrency-btc-eth-investment-trading-course-2017/;20000;0;0;Todos los niveles;Finanzas
1011058;El curso completo de Bitcoin: obtenga .001 Bitcoin en su billetera;https://www.udemia.cl/bitcoin-para-principiantes/;45000;449;8797;Todos los niveles;Finanzas
443584;Tome el control aprendiendo el mercado de valores ahora;https://www.udemia.cl/stock-market-crash-course/;30000;0;1440;Todos los niveles;Finanzas
530768;Aprenda a operar con opciones binarias profesionalmente;https://www.udemia.cl/freebinaryoptions/;0;169;5144;Todos los niveles;Finanzas
494330;Python Algo Trading: Comercio de divisas con Oanda;https://www.udemia.cl/python-algo-trading-fx-trading-with-oanda/;200000;42;453;Todos los niveles;Finanzas
298558;Bitcoin: el futuro del dinero, hoy;https://www.udemia.cl/bitcoin-el-futuro-del-dinero-hoy/;200000;22;57;Todos los niveles;Finanzas
294914;Python para finanzas: fundamentos de inversión y análisis de datos;https://www.udemia.cl/python-for-finance-investment-fundamentals-data-analytics/;195000;278;3811;Todos los niveles;Finanzas
364206;Valores de renta fija;https://www.udemia.cl/valores-de-renta-fija/;50000;54;739;Nivel intermedio;Finanzas
1269590;Opciones de negociación para rendimientos consistentes: conceptos básicos de opciones;https://www.udemia.cl/opciones-de-comercio-para-ingresos/;0;281;4077;Todos los niveles;Finanzas
546656;Análisis comercial cuantitativo con Python;https://www.udemia.cl/quantitative-trading-analysis-with-python/;50000;17;256;Nivel intermedio;Finanzas
1217064;Fundamentos del modelo financiero: aprenda las habilidades esenciales;https://www.udemia.cl/modelo-financiero-fundamentos-aprender-las-habilidades-esenciales/;75000;5;47;Nivel intermedio;Finanzas
698278;El campo de entrenamiento completo de criptomonedas de Litecoin;https://www.udemia.cl/the-complete-litecoin-crypto-currency-bootcamp/;20000;3;7;Nivel principiante;Finanzas
396888;Comience ahora: un plan de rescate para los ahorradores tardíos para la jubilación;https://www.udemia.cl/start-now-a-rescue-plan-for-retirement-late-savers/;150000;1;11;Nivel principiante;Finanzas
773934;Finanzielle Unabhängigkeit-1: Erste Schritte zur Million;https://www.udemia.cl/finanzielle-unabhaengigkeit-1-erste-schritte-zur-million/;20000;51;465;Todos los niveles;Finanzas
1119920;Contabilidad Intermedia 1: Fácil. Rápido. ¡Simple!;https://www.udemia.cl/contabilidadintermedia/;200000;12;90;Nivel intermedio;Finanzas
577256;Conceptos básicos de comercio en 30 minutos;https://www.udemia.cl/trading-basics-in-30-minutes/;50000;0;1;Todos los niveles;Finanzas
511952;CurrencyFair: evite los cargos bancarios al convertir monedas;https://www.udemia.cl/currencyfair-currency-exchange/;0;34;1730;Todos los niveles;Finanzas
951050;Straddles y Strangles: la volatilidad se mueve en cualquier dirección;https://www.udemia.cl/straddles-and-strangles/;60000;54;775;Nivel principiante;Finanzas
925854;Mit Finanzwissen zu besserem Unternehmertum;https://www.udemia.cl/mit-finanzwissen-zu-besserem-unternehmertum/;50000;3;49;Nivel Experto;Finanzas
429662;Spreads de mariposa avanzados para estrategias de ingresos de opciones;https://www.udemia.cl/advanced-butterfly-spread-option-strategies/;60000;1;16;Todos los niveles;Finanzas
791436;Aprenda a operar con pump and dumps. 5 configuraciones bien explicadas.;https://www.udemia.cl/how-to-trade-pump-and-dumps/;50000;10;769;Nivel Experto;Finanzas
706670;Introducción a las Finanzas Corporativas (Fusiones y Adquisiciones);https://www.udemia.cl/introduction-to-corporate-finance/;0;83;2080;Todos los niveles;Finanzas
1214702;CPA 10 COMPLETO;https://www.udemia.cl/estacio-cpa-10-anbima/;25000;25;101;Nivel principiante;Finanzas
390198;Contabilidad financiera: el curso definitivo para principiantes;https://www.udemia.cl/contabilidad-financiera-el-curso-definitivo-para-principiantes/;100000;2;9;Nivel principiante;Finanzas
219306;Trucos básicos de contabilidad;https://www.udemia.cl/contabilidad-basica/;20000;16;5841;Nivel principiante;Finanzas
164102;Aprenda a usar los canales para encontrar increíbles entradas de Forex;https://www.udemia.cl/aprende-cómo-usar-canales-para-encontrar-entradas-forex-increíbles/;45000;48;172;Todos los niveles;Finanzas
366514;Las 10 mejores ideas comerciales en el mercado de valores;https://www.udemia.cl/top-10-trading-ideas-in-the-equities-market/;20000;4;661;Nivel principiante;Finanzas
642060;Comercio de divisas: análisis fundamental avanzado;https://www.udemia.cl/forex-trading-advanced-fundamental-analysis/;20000;100;1754;Nivel principiante;Finanzas
779678;Modelado financiero: construya un modelo financiero prospectivo;https://www.udemia.cl/como-hacer-un-modelo-financiero-integrado/;20000;44;2317;Nivel principiante;Finanzas
834606;Finanzas prácticas;https://www.udemia.cl/practical-finance/;20000;281;4497;Todos los niveles;Finanzas
674350;Introducción a la teneduría de libros y la contabilidad;https://www.udemia.cl/introduction-to-bookkeeping-and-accounting/;35000;158;2623;Nivel principiante;Finanzas
355374;Finanzas Corporativas e Inversiones Alternativas para CFA L1;https://www.udemia.cl/corporate-finance-and-alternative-investment-for-cfa-l1/;20000;3;103;Nivel principiante;Finanzas
482534;Erfolgreich als Signalgeber/in, por Social- und Copytrading;https://www.udemia.cl/erfolgreich-als-signalgeber_in-per-social-und-copytrading/;60000;1;1;Nivel principiante;Finanzas
180362;9. Fondos de amortización;https://www.udemia.cl/sinking-funds/;20000;1;205;Todos los niveles;Finanzas
1245244;Decidir si invertir en un negocio;https://www.udemia.cl/decidir-si-invertir-en-un-negocio/;20000;0;1;Todos los niveles;Finanzas
32908;Introducción a la Gestión de Proyectos para Finanzas y Contabilidad;https://www.udemia.cl/introduction-to-project-management-m/;50000;0;0;Todos los niveles;Finanzas
674354;Taller de Proceso de Análisis de Crédito Bancario;https://www.udemia.cl/workshop-on-banking-credit-analysis-process/;100000;0;0;Todos los niveles;Finanzas
569436;FOREX: aprenda el análisis técnico;https://www.udemia.cl/learn-technical-analysis-from-beginner-to-pro/;200000;37;1199;Nivel principiante;Finanzas
600206;Fundamentos de Contabilidad;https://www.udemia.cl/fundamentos-de-contabilidad/;20000;43;1560;Todos los niveles;Finanzas
196164;Introducción al modelado financiero;https://www.udemia.cl/modelado-financiero-asimplemodel/;0;1463;29167;Todos los niveles;Finanzas
403602;Estrategia comercial binaria, forex, bursátil y bitcoin;https://www.udemia.cl/binary-forex-stock-and-bitcoin-trading-strategy/;0;70;3757;Nivel principiante;Finanzas
1170894;Introducción al comercio de futuros y demostración comercial en vivo;https://www.udemia.cl/introduction-to-futures-trading-and-live-trading-futures/;60000;4;54;Todos los niveles;Finanzas
364810;The Day Trader: Aprenda a operar en el mercado de valores y Forex;https://www.udemia.cl/day-trading-course/;20000;23;768;Nivel principiante;Finanzas
507778;Análisis financiero para principiantes: invierta como Warren Buffett;https://www.udemia.cl/beginner-financial-analysis-invest-like-warren-buffett/;50000;4;83;Nivel principiante;Finanzas
1023670;Zoho Books Gestion Financiere d'Entreprise pas à pas;https://www.udemia.cl/zoho-books-gestion-financiere-dentreprise-pas-a-pas/;0;0;229;Nivel principiante;Finanzas
627706;Curso completo de relación financiera breve para análisis financiero;https://www.udemia.cl/financialratio/;200000;1;15;Nivel principiante;Finanzas
530246;Conceptos de Opciones Avanzadas - Probabilidad, Griegos, Simulación;https://www.udemia.cl/advanced-options-analysis/;60000;81;968;Todos los niveles;Finanzas
494800;Análisis de velas japonesas para traders profesionales;https://www.udemia.cl/testing-candlesticks/;95000;117;913;Nivel principiante;Finanzas
674352;Patrones comerciales de Forex 13 - Secreto de las proporciones áureas revelado;https://www.udemia.cl/forex-13-patterns-trade-with-precision/;200000;63;554;Nivel principiante;Finanzas
1131122;Valoración de Fondo de Comercio para Exámenes CA/CFA/CMA;https://www.udemia.cl/valoracion-de-la-buena-voluntad/;20000;0;1509;Todos los niveles;Finanzas
1194426;Operaciones técnicas e inversiones simplificadas;https://www.udemia.cl/technical-trading-and-investing-made-easy/;40000;7;217;Todos los niveles;Finanzas
1076920;Comprenda los principios básicos de finanzas en 60 minutos;https://www.udemia.cl/core-finance-principles-in-60-minutes/;75000;0;0;Nivel principiante;Finanzas
757450;¡Cómo convertirse en analista financiero desde cero!;https://www.udemia.cl/become-a-financial-analyst-from-scratch-n1/;40000;31;2177;Todos los niveles;Finanzas
716136;Estrategia fiscal: planificación financiera para principiantes;https://www.udemia.cl/estrategiadeahorrodeimpuestos/;200000;59;1703;Todos los niveles;Finanzas
791422;Modelado financiero: construya un modelo de valoración de acciones DCF;https://www.udemia.cl/guia-para-hacer-una-valuacion-paso-a-paso-de-flujo-de-efectivo-descontado/;20000;17;1369;Todos los niveles;Finanzas
1151092;La base del comercio en línea;https://www.udemia.cl/le-basi-del-comercio-online/;45000;1;7;Todos los niveles;Finanzas
390096;Comercio de divisas ¡HAGA SU PRIMERA OPERACIÓN HOY!;https://www.udemia.cl/trade-forex/;150000;46;3523;Todos los niveles;Finanzas
334820;Construya su propio robot de Forex comercial desnudo;https://www.udemia.cl/construya-su-propio-trading-forex-robot-desnudo/;40000;28;315;Nivel principiante;Finanzas
663022;Gestión financiera bancaria: un estudio completo;https://www.udemia.cl/bank-financial-management-a-comprehensive-study/;50000;6;1081;Todos los niveles;Finanzas
323950;El Curso Completo de Analista Financiero 2017;https://www.udemia.cl/el-curso-completo-de-analista-financiero/;195000;2347;24481;Todos los niveles;Finanzas
599684;Aprende a hacer paper trading (simulación) con Ninja Trader;https://www.udemia.cl/aprende-a-hacer-paper-trading-simulacion-con-ninja-trader/;25000;3;148;Nivel principiante;Finanzas
884658;Contabilidad 101: aprenda pronósticos de finanzas comerciales en 60 minutos;https://www.udemia.cl/cashflow-forecasting-made-easy-learn-it-in-40-mins/;95000;12;1730;Todos los niveles;Finanzas
738900;Planificación y análisis financiero: elaboración del presupuesto de una empresa;https://www.udemia.cl/financial-planning-analysis-building-a-companys-budget/;150000;137;1988;Nivel principiante;Finanzas
895936;Programa de Certificado en Contabilidad de Gestión;https://www.udemia.cl/contabilidad-de-gestion/;50000;7;1532;Todos los niveles;Finanzas
1045726;Cómo operar con la estrategia de retroceso del RSI: Entrada para salir (Forex);https://www.udemia.cl/how-to-trade-rsi-pullback-strategy-entry-to-exit/;150000;10;104;Nivel principiante;Finanzas
712994;Aprende Contabilidad Financiera Diferente;https://www.udemia.cl/aprender-contabilidad-financiera-diferente/;20000;1;79;Todos los niveles;Finanzas
1147458;Conceptos de crédito y lista de verificación para banqueros, analista de crédito.;https://www.udemia.cl/credit-concepts-and-checklist-for-bankers-credit-analyst/;20000;0;0;Nivel principiante;Finanzas
737514;Acciones: método rápido para comenzar a invertir;https://www.udemia.cl/quick-method-investing/;0;13;718;Todos los niveles;Finanzas
885342;Bonos para principiantes: una guía para los mercados de bonos;https://www.udemia.cl/bonos-para-principiantes-una-guia-para-inversiones-de-renta-fija/;20000;14;106;Todos los niveles;Finanzas
1095116;Inversión en sitios web 101 - Compra y venta de negocios en línea;https://www.udemia.cl/cash-flow-website-investing-buy-sell-online-businesses-digital-assets/;0;151;6811;Nivel intermedio;Finanzas
1105216;La guía de inversión completa: cómo vencer a Wall Street;https://www.udemia.cl/the-complete-investing-guide-how-to-beat-wall-street/;50000;3;13;Todos los niveles;Finanzas
498488;* Un enfoque integrado de los fundamentos de la contabilidad;https://www.udemia.cl/un-enfoque-integrado-a-los-fundamentos-de-la-contabilidad/;200000;14;134;Todos los niveles;Finanzas
920604;Lectura de cinta: aprenda a leer la cinta para el comercio diario;https://www.udemia.cl/tape-reading-101-learn-how-to-read-the-tape-for-day-trading/;195000;128;1013;Nivel intermedio;Finanzas
988804;Vender como un profesional: ¡Secretos internos para vender con éxito!;https://www.udemia.cl/sell-like-a-pro-inside-secrets-of-successful-selling-y/;115000;1;12;Nivel principiante;Finanzas
145220;Comercio de opciones: curso de distribución de calendario para todos los comerciantes;https://www.udemia.cl/options-trading-calendar-spread-course-for-every-trader/;200000;11;1113;Nivel intermedio;Finanzas
804298;[Value Investing] Donde los blancos guardan su dinero;https://www.udemia.cl/donde-los-blancos-guardan-su-dinero/;200000;70;2715;Todos los niveles;Finanzas
1020244;Contabilità Generale;https://www.udemia.cl/contabilita-generale/;200000;1;4;Todos los niveles;Finanzas
826168;Comercio de divisas;https://www.udemia.cl/how-to-trade-forex/;95000;14;136;Nivel principiante;Finanzas
1062092;Aprenda a operar en el mercado de valores sin gastar sus ganancias;https://www.udemia.cl/aprende-a-comerciar-en-el-mercado-de-valores-sin-volar-tus-beneficios/;60000;16;6967;Nivel principiante;Finanzas
1105344;Elementos esenciales de las acciones de comercio de swing;https://www.udemia.cl/essentials-of-swing-trading/;20000;9;105;Todos los niveles;Finanzas
258894;Finanzas Corporativas 101: Análisis de Estados Financieros y Ratios;https://www.udemia.cl/corp-fin-101-fsa-ratios/;50000;16;967;Nivel intermedio;Finanzas
1134864;Stock Trading Ninja: sistema completo para el éxito comercial;https://www.udemia.cl/stock-trading-ninja-learn-how-to-make-money-trading-stocks/;155000;497;9445;Nivel principiante;Finanzas
628944;Usando Xero para sus necesidades de contabilidad del hermoso negocio;https://www.udemia.cl/xero-101/;95000;6;39;Todos los niveles;Finanzas
1085580;Aprenda a operar con fines de lucro: las diez reglas comerciales más rentables;https://www.udemia.cl/trading-stocks-successfully-ten-rules-of-successful-trading/;95000;28;739;Todos los niveles;Finanzas
192724;Secretos comerciales de Forex de los profesionales con AWS de Amazon;https://www.udemia.cl/trading-with-amazons-aws-servers-trade-secrets-of-the-pros/;200000;93;4284;Todos los niveles;Finanzas
761808;Contabilidad para estudiantes escolares;https://www.udemia.cl/cash-books-in-accountancy/;30000;2;1311;Nivel principiante;Finanzas
54677;Master 'Paquete de habilidades de análisis técnico y lectura de gráficos';https://www.udemia.cl/master-technical-analysis-and-chart-reading-skills-bundle/;120000;352;3348;Todos los niveles;Finanzas
1188410;Bitcoins - Pasado, Presente, Futuro;https://www.udemia.cl/bitcoins-pasado-presente-futuro/;20000;3;373;Nivel principiante;Finanzas
700140;Conceptos básicos de Forex (nivel de curso profesional);https://www.udemia.cl/básicos-de-las-finanzas-internacionales/;20000;34;6050;Todos los niveles;Finanzas
1246208;Obtenga información sobre las opciones comerciales de un comerciante real de Wallstreet;https://www.udemia.cl/learn-about-trading-options-from-a-ex-broker/;20000;17;1046;Todos los niveles;Finanzas
707054;Conceptos básicos de Forex: aprenda a leer y analizar gráficos de Forex;https://www.udemia.cl/forex-basics-c/;195000;0;11;Todos los niveles;Finanzas
1022108;Comercio de opciones - Cómo ganar con opciones semanales;https://www.udemia.cl/work-from-home-setup-your-own-options-trading-business/;115000;1190;7489;Nivel principiante;Finanzas
1122146;Aprenda el comercio de Pogo de acción de precio desnudo de Forex;https://www.udemia.cl/learn-the-forex-naked-price-action-pogo-trade/;60000;4;89;Todos los niveles;Finanzas
297762;Curso de Iniciación al Trading;https://www.udemia.cl/curso-de-iniciacion-al-trading/;85000;5;31;Nivel principiante;Finanzas
1217778;Chartered Financial Analyst (CFA) - Nivel 1 - FRA;https://www.udemia.cl/apnacourse-cfa-1-fra/;30000;5;517;Todos los niveles;Finanzas
