Área;ID_Curso;nombre;URL;Nivel;Precio;Suscriptores;Vistas
desarrollador web;389018;Cómo crear un sitio web de Wordpress desde cero: sin codificación;https://www.udemia.cl/how-to-create-a-wordpress-website-from-scratch-no-coding/;Todos los niveles; 20.000 ;38; 7.018 
desarrollador web;462668;Cómo construir un sitio web desde cero + plan de blogs;https://www.udemia.cl/how-to-build-a-website-from-scratch-blogging-blueprint/;Nivel intermedio; 20.000 ;28; 7.017 
desarrollador web;11153;Aprenda jQuery: un curso detallado para principiantes;https://www.udemia.cl/jquery/;Todos los niveles; 50.000 ;62; 7.014 
desarrollador web;1227322;React vs Angular vs Vue.js por ejemplo;https://www.udemia.cl/react-vs-angular-vs-vuejs-by-example/;Todos los niveles; - ;30; 6.958 
desarrollador web;451938;Cómo configurar un microblog en 3 sencillos pasos;https://www.udemia.cl/configura-tu-propio-micro-blog-en-3-pasos-sencillos/;Nivel principiante; 25.000 ;7; 6.937 
desarrollador web;1191946;Primeros pasos con Angular 2+;https://www.udemia.cl/empezando-con-angular-2/;Nivel principiante; - ;14; 6.909 
desarrollador web;511838;El curso de desarrollador web avanzado;https://www.udemia.cl/el-curso-de-desarrollador-web-avanzado/;Nivel principiante; 100.000 ;90; 6.890 
desarrollador web;1024888;¡Cómo hacer un BLOG moderno de Wordpress 2017! ¡Crea tu blog!;https://www.udemia.cl/how-to-make-a-modern-wordpress-blog-2017-create-your-blog/;Todos los niveles; - ;19; 6.856 
desarrollador web;140238;Conviértase en un desarrollador web profesional | Versión 3.0;https://www.udemia.cl/web-desarrollo-tutoriales/;Todos los niveles; 200.000 ;454; 6.851 
desarrollador web;125806;Programación completa de JavaScript;https://www.udemia.cl/comprehensive-javascript-programming/;Nivel principiante; 20.000 ;27; 6.760 
desarrollador web;288466;Conviértase en un desarrollador web Kick-Ass: de novato a profesional;https://www.udemia.cl/become-a-web-developer/;Nivel intermedio; 200.000 ;353; 6.751 
desarrollador web;730542;Introducción al diseño de voz con Alexa de Amazon;https://www.udemia.cl/amazonalexa/;Nivel principiante; - ;6; 6.742 
desarrollador web;1105778;Serie de tutoriales de programación A-Frame WebVR (realidad virtual);https://www.udemia.cl/a-frame-webvr/;Todos los niveles; 40.000 ;22; 6.648 
desarrollador web;812588;El curso completo de jQuery: ¡desde principiante hasta avanzado!;https://www.udemia.cl/jquery-tutorial/;Todos los niveles; 195.000 ;50; 6.636 
desarrollador web;65492;Codificación para niños - HTML para principiantes;https://www.udemia.cl/kids-coding-beginner-html/;Nivel principiante; 20.000 ;19; 6.628 
desarrollador web;670034;JavaScript avanzado;https://www.udemia.cl/top-javascript-entrevista-preguntas-y-respuestas/;Nivel principiante; 200.000 ;26; 6.601 
desarrollador web;242574;Programación Orientada a Objetos (OOP) en PHP - Cree un sitio OOP;https://www.udemia.cl/programacion-orientada-a-objetos-en-php/;Nivel principiante; 20.000 ;36; 6.588 
desarrollador web;1027812;Cree una aplicación meteorológica con Ajax utilizando Open Weather Map API;https://www.udemia.cl/build-a-weather-app-with-ajax-using-open-weather-map-api/;Todos los niveles; 20.000 ;38; 6.548 
desarrollador web;832862;Meteor y React para aplicaciones en tiempo real;https://www.udemia.cl/meteor-react-tutorial/;Todos los niveles; 140.000 ;111; 6.527 
desarrollador web;565282;Aprenda a crear diferentes diseños de sitios web y consultas de medios;https://www.udemia.cl/websitelayouts/;Todos los niveles; 195.000 ;22; 6.510 
desarrollador web;611308;Curso Completo de PHP y MySql: De Principiante a Profesional;https://www.udemia.cl/curso-completo-php-mysql-para-principiantes-de-comienzo-a-final/;Nivel principiante; 200.000 ;90; 6.508 
desarrollador web;473548;PHP OOP: Programación Orientada a Objetos para principiantes + Proyecto;https://www.udemia.cl/oop-php-programación-orientada-a-objetos-con-proyecto-1-curso/;Nivel intermedio; 200.000 ;221; 6.497 
desarrollador web;552598;WordPress en menos de una hora - ¡Crea/administra tu propio sitio web!;https://www.udemia.cl/aprender-wordpress-en-57-minutos/;Nivel principiante; - ;15; 6.474 
desarrollador web;1161118;Sumérgete en Docker: el curso de Docker para desarrolladores;https://www.udemia.cl/dive-into-docker-the-complete-docker-course-for-developers/;Todos los niveles; - ;22; 6.437 
desarrollador web;877124;El curso completo de jQuery: ¡desde principiante hasta profesional!;https://www.udemia.cl/complete-jquery-developer-course-beginner-to-pro/;Todos los niveles; 200.000 ;188; 6.420 
desarrollador web;389240;Cómo hacer un sitio web sin codificación: WordPress y habilidades web;https://www.udemia.cl/hacer-un-sitio-web-sin-codigo-curso-de-wordpress/;Todos los niveles; 30.000 ;123; 6.413 
desarrollador web;1109926;GraphQL con React: la guía completa para desarrolladores;https://www.udemia.cl/graphql-with-react-course/;Nivel principiante; 150.000 ;114; 6.412 
desarrollador web;883706;Tutorial para principiantes de Wordpress: cree su primer sitio web;https://www.udemia.cl/wordpress-beginner-tutorial-build-your-first-website/;Nivel principiante; - ;23; 6.402 
desarrollador web;366720;Filtros de imagen CSS: la manipulación del color de las imágenes web modernas;https://www.udemia.cl/super-awesome-images-with-css-image-filters/;Todos los niveles; - ;16; 6.315 
desarrollador web;651780;jQuery para principiantes: una introducción básica;https://www.udemia.cl/jquery-for-beginners-a-basic-introduction/;Nivel principiante; 65.000 ;8; 6.293 
desarrollador web;73080;HTML y CSS paso a paso para principiantes absolutos;https://www.udemia.cl/paso-a-paso-html-y-css-para-principiantes-absolutos/;Nivel Experto; 120.000 ;43; 6.162 
desarrollador web;477702;Python para principiantes: lenguaje de programación Python | Tutorial;https://www.udemia.cl/curso-python/;Todos los niveles; 150.000 ;84; 6.153 
desarrollador web;823996;JavaScript de pila completa: aprenda Backbone.js, Node.js y MongoDB;https://www.udemia.cl/fullstack-javascript/;Nivel principiante; 50.000 ;15; 6.134 
desarrollador web;959586;Javascript de nivel principiante a avanzado;https://www.udemia.cl/javascript-from-beginner-to-advanced-level/;Todos los niveles; 195.000 ;50; 6.134 
desarrollador web;326244;Instalación de Wordpress 4 - Instalación, Registradores y Alojamiento;https://www.udemia.cl/installing-wordpress-domain-registrars-and-web-hosting/;Todos los niveles; 45.000 ;28; 6.117 
desarrollador web;1009452;Cree aplicaciones empresariales con Angular 2 (y Angular 4);https://www.udemia.cl/angular2-advanced/;Nivel principiante; 190.000 ;135; 6.082 
desarrollador web;328476;Complete el desarrollo web ASP NET MVC: ¡novato en Ninja!;https://www.udemia.cl/mejor-desarrollo-web-profesional-técnicas-para-el-éxito/;Todos los niveles; 195.000 ;66; 6.073 
desarrollador web;399640;Introducción a HTML y CSS: desarrollo web para principiantes;https://www.udemia.cl/introducción-a-html-y-css-basics/;Todos los niveles; 20.000 ;35; 6.008 
desarrollador web;628430;Proyecto JavaScript Aprende a crear un juego de memoria y más;https://www.udemia.cl/javascript-project-learn-to-create-a-memory-game-and-more/;Todos los niveles; 95.000 ;25; 6.000 
desarrollador web;665042;8 hermosas aplicaciones de Ruby on Rails en 30 días y TDD - Immersive;https://www.udemia.cl/8-hermosas-ruby-on-rails-apps-in-30-days/;Nivel principiante; 100.000 ;132; 5.962 
desarrollador web;178640;Introducción al desarrollo web;https://www.udemia.cl/introduccion-al-desarrollo-web2/;Todos los niveles; 50.000 ;42; 5.921 
desarrollador web;886614;Capacitación acelerada de JavaScript ES6;https://www.udemia.cl/es6-bootcamp-next-generation-javascript/;Todos los niveles; 110.000 ;114; 5.811 
desarrollador web;818990;Git a Web Developer Job: dominar el flujo de trabajo moderno;https://www.udemia.cl/git-a-web-developer-job-mastering-the-modern-workflow/;Todos los niveles; 200.000 ;61; 5.809 
desarrollador web;537008;Sea un desarrollador de Bootstrap desde cero;https://www.udemia.cl/be-a-bootstrap-developer-from-scratch/;Nivel intermedio; 100.000 ;32; 5.800 
desarrollador web;98140;Introducción a Bootstrap 3;https://www.udemia.cl/introduction-to-bootstrap-3/;Todos los niveles; 20.000 ;29; 5.795 
desarrollador web;1140532;Explore la guía para principiantes de JavaScript para codificar JavaScript;https://www.udemia.cl/javascript-beginners-course/;Nivel principiante; 200.000 ;29; 5.739 
desarrollador web;1254172;Formulario de registro de PHP receptivo: desde cero;https://www.udemia.cl/responsive-php-registration-form/;Todos los niveles; 95.000 ;35; 5.738 
desarrollador web;476408;Aprende HTML, Una guía práctica desde cero a HTML 5;https://www.udemia.cl/learn-html-a-practical-guide-from-scratch-to-html-5/;Nivel intermedio; 100.000 ;31; 5.715 
desarrollador web;945602;Script de registro de inicio de sesión de usuario de PHP con todas las características;https://www.udemia.cl/php-user-login-registration-system/;Nivel principiante; 200.000 ;47; 5.603 
desarrollador web;1181900;JavaScript dinámico interactivo para principiantes DOM;https://www.udemia.cl/javascript-dom/;Todos los niveles; 200.000 ;21; 5.559 
desarrollador web;32649;PHP y MySQL - Aprende de la manera más fácil. Domine PHP y MySQL rápidamente;https://www.udemia.cl/aprendizaje-php-y-mysql-desarrollo-de-forma-fácil/;Todos los niveles; 50.000 ;143; 5.549 
desarrollador web;309370;Bootstrap 3 -> ¡Desarrollo rentable de temas de WordPress!;https://www.udemia.cl/bootstrap-wordpress/;Todos los niveles; 40.000 ;40; 5.547 
desarrollador web;1248974;Aprenda Bootstrap 4 con el ejemplo;https://www.udemia.cl/aprender-bootstrap-4-by-example/;Todos los niveles; - ;9; 5.542 
desarrollador web;380178;Introducción al alojamiento web: cómo publicar su sitio web en línea;https://www.udemia.cl/introducción-alojamiento-web/;Nivel principiante; - ;11; 5.533 
desarrollador web;760752;Conceptos básicos de JavaScript para principiantes Introducción a la codificación;https://www.udemia.cl/learn-javascript-for-beginners-introduction-to-coding-course/;Nivel principiante; 150.000 ;18; 5.495 
desarrollador web;426196;JavaScript de principiante a experto;https://www.udemia.cl/javascript-from-beginner-to-expert-bring-life-to-your-site/;Todos los niveles; 125.000 ;92; 5.484 
desarrollador web;72262;1 hora jQuery;https://www.udemia.cl/1-hora-jquery/;Nivel principiante; 100.000 ;25; 5.456 
desarrollador web;1229274;Desarrollo de complementos de WP: ¡construya su propio complemento!;https://www.udemia.cl/wp-plugin-development-build-your-own-plugin/;Nivel principiante; 200.000 ;24; 5.439 
desarrollador web;374590;Cree un sitio web profesional sin programación/codificación;https://www.udemia.cl/create-professional-websites/;Nivel principiante; - ;20; 5.421 
desarrollador web;297044;Aprenda WCF y API web desde cero;https://www.udemia.cl/learn-wcf-and-web-apis-from-scratch/;Nivel principiante; 50.000 ;83; 5.398 
desarrollador web;1127988;Tutorial angular para principiantes;https://www.udemia.cl/tutorial-angular-para-principiantes/;Todos los niveles; - ;36; 5.397 
desarrollador web;342084;Inicie su propio sitio web del foro en 15 minutos;https://www.udemia.cl/foro-desarrollo-web/;Todos los niveles; 40.000 ;15; 5.387 
desarrollador web;573716;Aprenda programación PHP para principiantes absolutos;https://www.udemia.cl/learn-php-programming-for-absolute-beginners/;Todos los niveles; 35.000 ;20; 5.368 
desarrollador web;846210;¡Aprende HTML en 2 horas!;https://www.udemia.cl/learn-html5-in-2-hours/;Nivel intermedio; - ;13; 5.351 
desarrollador web;921474;El curso completo de ingeniero DevOps 2.0 - Java y Kubernetes;https://www.udemia.cl/the-complete-devops-engineer-course-20-java-kubernetes/;Todos los niveles; 195.000 ;117; 5.335 
desarrollador web;1144726;Cree una aplicación del mundo real con ASP.NET Core y Angular 2 (4+);https://www.udemia.cl/aspnet-core-angular/;Nivel principiante; 190.000 ;160; 5.332 
desarrollador web;629044;Desarrollo web inspirador - Un enfoque para principiantes -;https://www.udemia.cl/inspiracional-web-desarrollo-nivel-0/;Nivel principiante; 20.000 ;28; 5.328 
desarrollador web;1103448;Aprenda cómo convertir PSD a HTML y CSS receptivo;https://www.udemia.cl/aprender-cómo-convertir-psd-a-html-y-css-responsive/;Todos los niveles; 30.000 ;14; 5.324 
desarrollador web;504316;Aprende Jquery desde cero Capacitación de 2 horas;https://www.udemia.cl/jquery_complete/;Todos los niveles; 20.000 ;13; 5.318 
desarrollador web;1054814;Aprenda a crear diseños adaptables en 30 minutos;https://www.udemia.cl/learn-to-create-responsive-layouts-in-30-minutes/;Nivel principiante; - ;6; 5.301 
desarrollador web;904462;El campo de entrenamiento completo de elixir y fénix;https://www.udemia.cl/the-complete-elixir-and-phoenix-bootcamp-and-tutorial/;Nivel principiante; 50.000 ;123; 5.279 
desarrollador web;554570;Creando un Portafolio en 90 minutos (HTML, CSS, Js);https://www.udemia.cl/construya-un-portafolio-sitio-web-en-90-minutos-html-css-js/;Nivel principiante; 20.000 ;24; 5.272 
desarrollador web;951060;Diseño web Cómo crear un sitio web HTML CSS Bootstrap;https://www.udemia.cl/how-to-create-a-website-html-css-bootstrap/;Todos los niveles; 75.000 ;29; 5.263 
desarrollador web;581256;Tutorial de Django: ¡Cree su primera aplicación de forma rápida y gratuita!;https://www.udemia.cl/create-your-first-django-website-fast-free/;Todos los niveles; 20.000 ;27; 5.228 
desarrollador web;997814;Angular 2 y TypeScript Desarrollo web para principiantes;https://www.udemia.cl/angular2/;Todos los niveles; 200.000 ;133; 5.211 
desarrollador web;1068590;Dominio del sitio web de Wordpress 2017;https://www.udemia.cl/wordpress-website-mastery-2017/;Nivel principiante; - ;22; 5.181 
desarrollador web;554384;Spring Framework 4 (Java Enterprise JEE) con AngularJS;https://www.udemia.cl/java-spring-mvc-framework-with-angularjs-by-google-and-html5/;Nivel principiante; 95.000 ;70; 5.177 
desarrollador web;970600;API REST con Flask y Python;https://www.udemia.cl/rest-api-frasco-y-python/;Todos los niveles; 110.000 ;115; 5.151 
desarrollador web;883002;Aprenda el desarrollo de Angular 2 creando 12 aplicaciones;https://www.udemia.cl/learn-angular-2-development-by-building-10-apps/;Nivel principiante; 50.000 ;80; 5.143 
desarrollador web;507992;Wordpress para principiantes: crea un sitio web profesional;https://www.udemia.cl/aprende-como-crear-un-sitio-web-con-wordpress/;Nivel principiante; 200.000 ;35; 5.129 
desarrollador web;874960;Cree un sitio web receptivo con HTML5, CSS3 y Bootstrap 4;https://www.udemia.cl/construir-un-sitio-web-responsivo-con-html5-css3-y-bootstrap-4/;Nivel Experto; 20.000 ;53; 5.125 
desarrollador web;527952;PHP para principiantes: cómo construir una tienda de comercio electrónico;https://www.udemia.cl/php-for-beginners-how-to-build-an-ecommerce-store/;Nivel principiante; 100.000 ;138; 5.117 
desarrollador web;780056;Cómo crear su primer sitio web con HTML y CSS;https://www.udemia.cl/como-crear-un-sitio-web-con-html-y-css/;Nivel principiante; 100.000 ;37; 5.097 
desarrollador web;405818;Javascript para principiantes Aprende haciendo ejercicios prácticos;https://www.udemia.cl/javascript-for-beginners-introduction-learn-fast-easy/;Todos los niveles; 100.000 ;29; 5.089 
desarrollador web;151956;Diseño web receptivo: hecho fácil;https://www.udemia.cl/responsive-web-design-made-easy/;Todos los niveles; 195.000 ;27; 5.085 
desarrollador web;543090;Introducción a la programación con Ruby;https://www.udemia.cl/newbie-to-ruby/;Todos los niveles; 45.000 ;66; 5.077 
desarrollador web;642696;Cree un sitio web en 30 minutos;https://www.udemia.cl/sitio-web-de-30-minutos/;Todos los niveles; 95.000 ;12; 5.065 
desarrollador web;358508;Crea un blog de Jekyll y alójalo en Github como un Ninja;https://www.udemia.cl/create-free-jekyll-blog-on-github-pages-like-a-ninja/;Todos los niveles; 20.000 ;11; 5.056 
desarrollador web;375136;Rock Solid Wordpress Security - Desarrollo web seguro;https://www.udemia.cl/rock-solid-wordpress-security-secure-wordpress-easily/;Nivel intermedio; - ;23; 5.052 
desarrollador web;1218130;React VR: creación de aplicaciones de realidad virtual;https://www.udemia.cl/react-vr/;Nivel intermedio; 80.000 ;43; 5.026 
desarrollador web;861122;Bootstrap 4: Exploración de nuevas características;https://www.udemia.cl/bootstrap-40exploring-new-features/;Nivel principiante; 75.000 ;13; 5.022 
desarrollador web;576722;Simple y fácil: Wordpress para principiantes;https://www.udemia.cl/simple-y-facil-wordpress-101/;Nivel intermedio; - ;32; 5.014 
desarrollador web;708558;Aprenda los conceptos básicos de HTML desde cero;https://www.udemia.cl/learn-html-from-scratch/;Todos los niveles; - ;21; 5.004 
desarrollador web;306556;Tutorial de Backbone: aprende Backbonejs desde cero;https://www.udemia.cl/backbonejs-tutorial/;Nivel principiante; 90.000 ;60; 4.957 
desarrollador web;988982;Implementación de Laravel: inicie su aplicación Laravel en línea;https://www.udemia.cl/laravel-deployment/;Nivel principiante; - ;13; 4.905 
desarrollador web;918870;HTML CSS Aprende a crear un sitio web desde cero;https://www.udemia.cl/html-css-learn-to-create-a-website-from-scratch/;Nivel principiante; 50.000 ;32; 4.892 
desarrollador web;1002030;Desarrollo web con el lenguaje de programación Go (golang) de Google;https://www.udemia.cl/go-programming-language/;Todos los niveles; 65.000 ;171; 4.872 
desarrollador web;806020;Cree su primer sitio de Wordpress en menos de una hora;https://www.udemia.cl/como-instalar-wordpress-/;Todos los niveles; 20.000 ;12; 4.867 
desarrollador web;903526;Curso acelerado de desarrollo web HTML;https://www.udemia.cl/html-tutorials/;Nivel principiante; 20.000 ;17; 4.848 
desarrollador web;1115222;Aprender y comprender Reaccionar;https://www.udemia.cl/aprender-y-comprender-reaccionar-y-redux-i/;Todos los niveles; 30.000 ;123; 4.848 
desarrollador web;657710;Ruby on Rails para principiantes completos;https://www.udemia.cl/ruby-on-rails-tutorial-for-complete-beginners/;Nivel principiante; 35.000 ;84; 4.839 
desarrollador web;575644;Creación de una aplicación de Ruby on Rails con Neo4j;https://www.udemia.cl/construyendo-una-aplicación-de-ruby-on-rails-con-neo4j/;Nivel principiante; - ;7; 4.830 
desarrollador web;687466;El desarrollador de JavaScript completo: pila MEAN de cero a héroe;https://www.udemia.cl/the-complete-javascript-developer-mean-stack-zero-to-hero/;Todos los niveles; 75.000 ;53; 4.820 
desarrollador web;653754;Posicionamiento CSS para principiantes absolutos: una introducción básica;https://www.udemia.cl/aprender-cómo-funciona-el-posicionamiento-css-a/;Todos los niveles; 65.000 ;11; 4.797 
desarrollador web;1124970;¡Javascript ES6! Una guía de referencia completa para Javascript ES6;https://www.udemia.cl/javascript-es6-una-guía-de-referencia-completa-para-javascript-es6/;Todos los niveles; 175.000 ;48; 4.783 
desarrollador web;53256;Conceptos básicos de Bootstrap: programe sitios web receptivos;https://www.udemia.cl/code-responsive-website-twitter-bootstrap/;Todos los niveles; 75.000 ;28; 4.743 
desarrollador web;837950;Customizr - Aprende WordPress con el último tema creativo;https://www.udemia.cl/wpcustomizrcourse/;Nivel intermedio; - ;69; 4.735 
desarrollador web;484872;Aprenda a crear su propia red social;https://www.udemia.cl/crea-tu-propia-red-social/;Todos los niveles; 50.000 ;14; 4.732 
desarrollador web;886300;Entrenamiento acelerado de JavaScript;https://www.udemia.cl/javascript-bootcamp-2016/;Nivel principiante; 110.000 ;126; 4.720 
desarrollador web;552198;Completo Sistema de Login y Registro en PHP y MYSQL;https://www.udemia.cl/login-and-registration-system-in-php-and-mysql-step-by-step/;Nivel principiante; 200.000 ;28; 4.714 
desarrollador web;970874;Complete AJAX usando Bootstrap, PHP de básico a avanzado.;https://www.udemia.cl/completa-ajax-usando-bootstrap-php-desde-básico-a-avanzado/;Nivel principiante; 195.000 ;18; 4.708 
desarrollador web;;;;; - ;;
desarrollador web;303514;Proyectos en CSS;https://www.udemia.cl/proyectos-en-css/;Nivel principiante; 60.000 ;54; 4.689 
desarrollador web;959604;Fundamentos de JS angular;https://www.udemia.cl/angular-js-crash-course/;Todos los niveles; 195.000 ;24; 4.687 
desarrollador web;416282;Cómo construir su propio sitio web con WordPress: una guía paso a paso;https://www.udemia.cl/crea-tu-propio-sitio-web-con-wordpress-una-guia-paso-a-paso/;Nivel principiante; 95.000 ;56; 4.675 
desarrollador web;1114060;Matraz Tutorial paso a paso;https://www.udemia.cl/python-flask-tutorial-paso-a-paso/;Todos los niveles; - ;19; 4.645 
desarrollador web;621022;Proyectos en MongoDB - Aprenda los proyectos de construcción de MongoDB;https://www.udemia.cl/proyectos-en-mongodb/;Nivel intermedio; 50.000 ;93; 4.628 
desarrollador web;1023070;Creación de un diseño de FaceBook usando Bootstrap - Handson Project;https://www.udemia.cl/facebook-design-using-bootstrap/;Todos los niveles; 80.000 ;19; 4.616 
desarrollador web;495484;JavaScript para principiantes con ejemplos en vivo;https://www.udemia.cl/javascript-from-basic-fundamentals-to-advanced/;Nivel principiante; 195.000 ;49; 4.587 
desarrollador web;1178394;Devtools 2017: los conceptos básicos de las herramientas para desarrolladores de Chrome;https://www.udemia.cl/devtools-2017-the-basics-of-chrome-developer-tools/;Todos los niveles; - ;18; 4.569 
desarrollador web;669536;Póngase en marcha con AngularJS con Dion Yang;https://www.udemia.cl/golpea-el-suelo-corriendo-con-angularjs-con-dion-yang/;Nivel principiante; 100.000 ;13; 4.563 
desarrollador web;576694;Último curso de complemento de WordPress;https://www.udemia.cl/wordpress-plugin-curso/;Nivel principiante; 100.000 ;49; 4.537 
desarrollador web;681514;¡Curso completo de PHP con programación orientada a objetos de principio a fin!;https://www.udemia.cl/complete-object-oriented-programming-in-php-start-to-finish/;Todos los niveles; 200.000 ;29; 4.529 
desarrollador web;764076;Aprenda Bootstrap3 con diseño de página única multipropósito;https://www.udemia.cl/single-page-layout-with-bootstrap/;Todos los niveles; - ;122; 4.503 
desarrollador web;1106646;Iniciador de desarrollo de blogs de Laravel;https://www.udemia.cl/laravel-blog-desarrollo/;Nivel principiante; - ;20; 4.499 
desarrollador web;982860;Django + AngularJS para una aplicación web potente;https://www.udemia.cl/django-angularjs/;Nivel principiante; 95.000 ;36; 4.463 
desarrollador web;825354;React.js rápidamente: desarrollo de interfaces de usuario web escalables;https://www.udemia.cl/react-quickly/;Nivel principiante; 50.000 ;24; 4.447 
desarrollador web;791030;Potencia HTML5 con JavaScript;https://www.udemia.cl/power-up-html5-with-javascript/;Nivel principiante; 100.000 ;28; 4.442 
desarrollador web;1079624;HTML y CSS para principiantes absolutos;https://www.udemia.cl/html-and-css-for-absolute-beginners-with-examples/;Nivel principiante; - ;26; 4.410 
desarrollador web;548068;Fundamentos de JavaScript;https://www.udemia.cl/fundamentos de javascript/;Todos los niveles; - ;100; 4.409 
desarrollador web;688092;JQuery Cree ventanas emergentes superpuestas desde cero usando Jquery;https://www.udemia.cl/jquery-create-modal-popup-windows-from-scratch-using-jquery/;Todos los niveles; 50.000 ;29; 4.407 
desarrollador web;1201054;Crear aplicación CRUD - PHP y Mysql;https://www.udemia.cl/build-crud-application-php-mysql/;Nivel principiante; - ;12; 4.405 
desarrollador web;929130;Angular 4: De la teoría a la práctica y libro electrónico GRATIS;https://www.udemia.cl/angular-2-de-la-teoria-a-la-practica/;Nivel principiante; 200.000 ;129; 4.375 
desarrollador web;320798;Cómo crear un sitio web de WordPress sin pagar a un desarrollador;https://www.udemia.cl/wordpress-website-in-under-one-hour/;Todos los niveles; 20.000 ;17; 4.333 
desarrollador web;737468;Cómo crear un entorno local de Wordpress;https://www.udemia.cl/how-to-create-a-local-wordpress-environment/;Nivel principiante; - ;12; 4.306 
desarrollador web;593128;Instalar WordPress en la computadora usando XAMPP;https://www.udemia.cl/wordpress-xampp/;Todos los niveles; - ;15; 4.290 
desarrollador web;810550;Creación y hospedaje efectivo de sitios web personales;https://www.udemia.cl/construcción-y-alojamiento-eficaz-de-sitio-web-personal/;Todos los niveles; 20.000 ;11; 4.259 
desarrollador web;70640;Programación en Python: cree un mercado digital en Django;https://www.udemia.cl/codificación-para-emprendedores-marketplace-daily-deals/;Todos los niveles; 195.000 ;161; 4.198 
desarrollador web;553582;Aprende JavaScript desde cero;https://www.udemia.cl/aprender-javascript-desde-cero/;Nivel principiante; 20.000 ;44; 4.193 
desarrollador web;304490;Un curso de SQL Server 2014 /ASP.NET/CSS/C#/jQuery de 13 horas;https://www.udemia.cl/learnsqlwithsqlserver2014/;Nivel principiante; 35.000 ;86; 4.183 
desarrollador web;446608;AJAX: Construyamos un proyecto COOL;https://www.udemia.cl/ajax-para-principiantes-con-jquery-php-mysql-tutorial/;Todos los niveles; 70.000 ;38; 4.183 
desarrollador web;769390;Master Class de Angular 2 con Alejandro Rangel;https://www.udemia.cl/angular-2-clase-magistral-con-alejandro-rangel/;Nivel principiante; 30.000 ;80; 4.157 
desarrollador web;907386;Cómo crear un sitio web de Wordpress 2016 | ¡NUEVO tema Divi 3.0!;https://www.udemia.cl/how-to-create-a-wordpress-website-2016-new-divi-theme-30/;Todos los niveles; 40.000 ;43; 4.144 
desarrollador web;1145430;Estilo angular y animaciones (para Angular 2 y Angular 4);https://www.udemia.cl/angular-styling-animations-for-angular-2-and-angular-4/;Nivel principiante; 120.000 ;107; 4.138 
desarrollador web;420652;Directivas personalizadas de AngularJS con Dan Wahlin;https://www.udemia.cl/angularjs-custom-directives/;Nivel principiante; 75.000 ;61; 4.128 
desarrollador web;125162;Cree e implemente una aplicación web en 3 horas;https://www.udemia.cl/crea-e-implementa-una-aplicacion-web-en-3-horas/;Todos los niveles; 50.000 ;34; 4.123 
desarrollador web;200854;Curso acelerado de HTML y CSS para principiantes;https://www.udemia.cl/html-and-css-crash-course-para-principiantes/;Nivel principiante; 50.000 ;31; 4.123 
desarrollador web;1113036;Dominar los selectores de CSS 3.0;https://www.udemia.cl/css3-selectors/;Todos los niveles; - ;13; 4.115 
desarrollador web;942366;Introducción a HTML y CSS;https://www.udemia.cl/introductorio-a-html-y-css/;Nivel intermedio; 50.000 ;15; 4.106 
desarrollador web;965528;Clase magistral de desarrollo web - Curso de certificado completo;https://www.udemia.cl/web-development-masterclass-complete-certificate-course/;Todos los niveles; 200.000 ;348; 4.090 
desarrollador web;311916;Cree un sitio web receptivo con Bootstrap 3;https://www.udemia.cl/create-a-responsive-website-with-bootstrap-3/;Nivel principiante; 50.000 ;22; 4.076 
desarrollador web;833398;Clase magistral angular;https://www.udemia.cl/angular-2-fundamentals-with-typescript-for-pro-developers-systemjs/;Todos los niveles; 150.000 ;99; 4.057 
desarrollador web;82412;Introducción al desarrollo de aplicaciones web PHP con Symfony;https://www.udemia.cl/symfony-desarrollo/;Nivel principiante; 200.000 ;20; 4.040 
desarrollador web;761768;Cree un sistema de registro completo usando PHP, jQuery y Ajax;https://www.udemia.cl/create-sign-up-system-using-jquery-ajax-and-php/;Nivel intermedio; 200.000 ;25; 4.033 
desarrollador web;720144;HTML CSS básico y diseño web;https://www.udemia.cl/basic-html-css-web-design/;Todos los niveles; 30.000 ;46; 4.030 
desarrollador web;860812;Conceptos básicos de JavaScript - JavaScript para principiantes;https://www.udemia.cl/javascript-the-basics-for-beginners/;Nivel intermedio; 120.000 ;93; 4.028 
desarrollador web;365816;Crear un sitio web profesional de WordPress;https://www.udemia.cl/wordpress-sin-codificación/;Nivel intermedio; 145.000 ;52; 4.020 
desarrollador web;384078;¡Aprende HTML rápido y fácil!;https://www.udemia.cl/aprender-a-codificar-html/;Nivel intermedio; 20.000 ;17; 4.011 
desarrollador web;875882;Creación de animaciones usando HTML5 Canvas;https://www.udemia.cl/hmtl5-canvas-animaciones/;Todos los niveles; 25.000 ;12; 4.010 
desarrollador web;1200874;Conviértase en desarrollador PHP de Facebook: autenticación sin contraseña;https://www.udemia.cl/php-facebook-developer-password-less-authentication/;Todos los niveles; 195.000 ;37; 4.001 
desarrollador web;912996;The Bubble Course: crea aplicaciones web completas sin programar;https://www.udemia.cl/bubble-course/;Nivel principiante; 30.000 ;47; 3.960 
desarrollador web;1176686;Dominar los selectores básicos de CSS.;https://www.udemia.cl/mastering-basic-css-selectors/;Todos los niveles; - ;14; 3.933 
desarrollador web;1260288;Máster en Programación JavaScript, 3 Proyectos Incluidos !!;https://www.udemia.cl/master-javascript-programming-extended-course/;Nivel principiante; 20.000 ;107; 3.903 
