"ID_Curso;Nombre curso;URL;Precio;Suscriptores;Vistas;Nivel;Área"
"560662;#12 Coordinación de manos: deja que tus manos bailen con Ballad 9;https://www.udemia.cl/instant-harmonica-how-to-get-single-notes-in-5-easy-steps/;75000;1;7;Todos los niveles;Musica"
"663810;Lecciones virtuales de piano: una nueva forma de aprender piano;https://www.udemia.cl/piano-runs-fills-4-c6-rolling-waves-waterfall-runs-songs-ending/;50000;29;35;Todos los niveles;Musica"
"1000966;Armónica instantánea: toca dos temas de Star Wars en 30 minutos;https://www.udemia.cl/play-piano-5-improvise-on-misty-eb-key-runs-2-5-chords/;20000;21;70;Nivel principiante;Musica"
"643970;Play Piano 2: toca 'Love Me Tender By Ear con 2-5 acordes';https://www.udemia.cl/instant-harmonica-christmas-play-jingle-bells-part-1-now/;50000;8;10;Todos los niveles;Musica"
"793234;¡TOMA NOTA PRINCIPIANTE CLARINETE! â€“DiversiÃ³n con Habilidades Fundamentales;https://www.udemia.cl/piano-from-zero-to-pro-beginner-essentials-to-play-by-ear-amosdoll/;30000;2;52;Todos los niveles;Musica"
"996888;Curso de inicio rápido de guitarra para principiantes;https://www.udemia.cl/play-piano-3-improvise-chords-to-enchanted-evening-by-ear/;0;20;57;Todos los niveles;Musica"
"552650;Técnicas de piano de clase magistral: consejos para EZ Coordinate 2 Hands;https://www.udemia.cl/beginner-piano/;95000;3;89;Nivel principiante;Musica"
"656364;Guía definitiva de guitarra para principiantes: tanto acústica como eléctrica;https://www.udemia.cl/aprender-piano-scales-1-whole-tone-scales-whole-tone-runs/;45000;9;33;Todos los niveles;Musica"
"661814;Tocar el piano: piezas populares vol. II;https://www.udemia.cl/piano-runs-fills-3-jazz-chromatic-chords-songs-ending/;150000;4;28;Todos los niveles;Musica"
"657518;Curso de Violão Popular;https://www.udemia.cl/learnviolin/;25000;40;40;Nivel intermedio;Musica"
"26648;Clases de bajo para principiantes;https://www.udemia.cl/how-to-play-guitar-really-understand-music/;95000;21;64;Todos los niveles;Musica"
"182940;Armónica instantánea: ¡toca el himno irlandés Danny Boy hoy!;https://www.udemia.cl/lecciones-de-piano-moderno-para-principiantes/;40000;1;46;Nivel principiante;Musica"
"206332;Ukulele 2: Nivel 1 CLAVE DE C Y RASGUEOS;https://www.udemia.cl/rock-drumset-grooves-101/;20000;2;38;Todos los niveles;Musica"
"324224;Fórmula de 3 pasos para tocar la guitarra de oído;https://www.udemia.cl/beginnerflute/;25000;54;108;Todos los niveles;Musica"
"1000988;Finger-picking de guitarra clásica: arpegios de la mano derecha;https://www.udemia.cl/play-piano-6-improvise-on-the-way-we-were-with-powe-chords/;195000;11;62;Nivel principiante;Musica"
"64585;Curso de piano 101 - Tocando partituras y acordes -;https://www.udemia.cl/gospel-piano-essentials/;170000;26;46;Nivel principiante;Musica"
"1254852;Armónica instantánea: ¡toca la Oda a la Alegría de Beethoven ahora mismo!;https://www.udemia.cl/how-to-play-piano-course/;20000;3;13;Todos los niveles;Musica"
"585946;Lecciones de guitarra - Solos con arpegios - Guía esencial;https://www.udemia.cl/beginner-guitar-lessons-by-paul-gronow/;45000;11;46;Todos los niveles;Musica"
"650836;Instant Harmonica: ¡toca la canción de mar Drunken Sailor ahora!;https://www.udemia.cl/introduccion-al-ukelele/;20000;3;27;Nivel principiante;Musica"
"564446;Respiración circular para músicos - habilidades prácticas;https://www.udemia.cl/instant-harmonica-play-two-star-wars-themes-in-30-minutes/;25000;4;11;Nivel intermedio;Musica"
"342398;Aprende a improvisar con tu armónica en sencillos pasos;https://www.udemia.cl/aprende-el-violin-no-music-experience-necessary/;35000;1;30;Nivel principiante;Musica"
"149716;Aprende a tocar el clarinete: de principiante a profesional en menos de cinco horas;0;50000;0;0;0;Musica"
"398746;Instant Harmonica - toca The Kesh (parte 2) - ¡fácil y divertido!;https://www.udemia.cl/learn-popular-piano-successfully-have-fun-making-music-now/;20000;5;33;Nivel principiante;Musica"
"301686;Curso de Keharwa Theka Tabla para principiantes paso a paso;https://www.udemia.cl/super-beginner-guitar-start-right-start-awesome/;20000;26;33;Todos los niveles;Musica"
"825186;Descubre la diversión de Spoon playing, un curso de iniciación;https://www.udemia.cl/bossanovaguitarforbeginners/;65000;8;8;Nivel principiante;Musica"
"808292;Play Piano 3: improvisa acordes para Enchanted Evening by Ear;https://www.udemia.cl/lleva-tu-tecnica-de-bombo-doble-al-siguiente-nivel/;50000;5;196;Todos los niveles;Musica"
"365292; Aprende GUITARRA BAJO - Diviértete, sorprende a tus amigos - ¡Es fácil!;https://www.udemia.cl/benhewlettharmonicatuition60sonnyterryriffslevel1/;100000;19;51;Nivel principiante;Musica"
"1119610;Clases de guitarra acústica de blues;https://www.udemia.cl/harmonicajamz/;75000;18;65;Todos los niveles;Musica"
"938260;Armónica instantánea: aprendizaje de la línea de bajo básica de blues de 12 compases;https://www.udemia.cl/piano-singersongwriter-rhythm/;40000;6;24;Nivel principiante;Musica"
"783778;Dominio del ritmo de 4 semanas;https://www.udemia.cl/play-violin-and-fiddle-for-beginners-its-fun-course-1/;20000;0;9;Todos los niveles;Musica"
"140168;ãƒ–ãƒ«ãƒ¼ã‚¹ã‚®ã‚¿ãƒ¼å…¥é–€;https://www.udemia.cl/piezas-de-guitarra/;0;6;27;Nivel principiante;Musica"
"213532;Aprendiendo Piano: Tocando piezas populares Vol.I;https://www.udemia.cl/pianish101/;100000;3;10;Todos los niveles;Musica"
"563650;Swing Low: el curso de estilo de piano 101 Authentic Nashville;https://www.udemia.cl/instant-harmonica-play-scarborough-fair-in-8-easy-lectures/;20000;5;12;Nivel principiante;Musica"
"624118;How To Play Guitar - Everything You Need To Know To Start;https://www.udemia.cl/music-fundamentals-learn-beatmaking-with-pen-tapping/;50000;1;22;Todos los niveles;Musica"
"1200374;Armónica instantánea: ¡toca los maravillosos Beatles Yesterday hoy!;https://www.udemia.cl/strumming-from-scratch-rhythm-guitar-lesson-for-beginners/;40000;7;13;Nivel principiante;Musica"
"544234;Aprende a improvisar con guitarra en 30 días;https://www.udemia.cl/drumlessons/;200000;20;20;Todos los niveles;Musica"
"333046;Lecciones de guitarra blues - Guitarra blues ragtime;https://www.udemia.cl/pianoandsynths/;20000;3;151;Todos los niveles;Musica"
"578750;Tocar el piano: leer y tocar melodías clásicas Vol.I;https://www.udemia.cl/etidrumminggbc/;50000;6;8;Todos los niveles;Musica"
"347104;Aprende a tocar la flauta: de principiante a profesional en menos de cinco horas;https://www.udemia.cl/oboe-a-beginners-guide/;50000;74;74;Nivel principiante;Musica"
"567558;Aprende a tocar el oboe: de principiante a profesional en menos de cuatro horas;https://www.udemia.cl/instant-harmonica-play-amazing-grace-with-grace-and-ease/;50000;14;14;Nivel intermedio;Musica"
"660690;Lecciones de clarinete para principiantes;https://www.udemia.cl/pianobuildingblocks/;95000;0;17;Nivel principiante;Musica"
"1159988;¡Toca las notas que caen de Autumn Leaves en el piano sin leer!;https://www.udemia.cl/guitarra-electrica-para-principiantes-rockstarter-level-1/;30000;10;29;Nivel intermedio;Musica"
"151027;Play Piano 1 Master Class Intro: Standards 2-5 Power Chords;0;50000;0;0;0;Musica"
"650804;Aprende a tocar percusión: ¡de principiante a profesional de la manera más fácil!;https://www.udemia.cl/aprender-a-tocar-la-guitarra/;50000;7;35;Nivel principiante;Musica"
"1193886;Primeros pasos con la guitarra acústica;https://www.udemia.cl/12-hand-coordination-let-your-hands-dance-with-ballad-9/;20000;0;47;Todos los niveles;Musica"
"375830;Aprende a tocar el clarinete.;https://www.udemia.cl/guitarra-desde-cero-parte-1-curso-de-guitarra-principiantes/;50000;0;123;Todos los niveles;Musica"
"1194244;Guitarra - Rock - Principiante/Intermedio con Marc Seal;https://www.udemia.cl/how-to-play-guitar-for-absolute-beginners/;20000;4;18;Nivel principiante;Musica"
"411986;Aprende a tocar Jazz y Ritmos Latinos en la guitarra;https://www.udemia.cl/learn-acoustic-guitar-beginners-course/;50000;0;31;Todos los niveles;Musica"
"925286;Aprende a tocar el bombardino: de principiante a profesional en menos de cinco horas;https://www.udemia.cl/piano-para-gente-ocupada/;50000;39;91;Nivel principiante;Musica"
"755198;Aprende a tocar las escalas en el acorde de botón.;https://www.udemia.cl/guitarra-rockabilly-para-principiantes/;20000;0;36;Nivel principiante;Musica"
"602450;ABC DO VIOLÃƒO E GUITARRA;https://www.udemia.cl/6-secretos-para-solos-exitosos/;85000;2;30;Todos los niveles;Musica"
"217978;¡Toca el piano hoy! - ¡Lecciones de piano para principiantes para gente ocupada!;https://www.udemia.cl/morimusictv/;100000;16;23;Nivel intermedio;Musica"
"263818;Learn Piano Online-A Quiet Solace Piano Solo;https://www.udemia.cl/beginninghorn/;50000;0;131;Nivel principiante;Musica"
"559438;Clases de blues y guitarra avanzada;https://www.udemia.cl/instant-harmonica-play-beethovens-ode-to-joy-right-now/;85000;11;11;Todos los niveles;Musica"
"831294;Aprende a tocar percusiones: congas, bongós, maracas y más;https://www.udemia.cl/hacer-ukelele/;50000;2;23;Nivel principiante;Musica"
"1132694;Guitarra para principiantes;https://www.udemia.cl/gypsy-jazz-guitar-lessons/;20000;1;18;Nivel Experto;Musica"
"895244;Aprende jazz piano hoy;https://www.udemia.cl/sistema-enjaulado-para-guitarra/;50000;7;7;Nivel principiante;Musica"
"1008054;Aprenda a tocar el violín: ¡no se necesita experiencia musical!;https://www.udemia.cl/play-piano-7-improvise-on-for-all-we-know-in-f-key-by-ear/;120000;27;77;Todos los niveles;Musica"
"199500;Aprende guitarra de la forma más fácil, es más rápido;https://www.udemia.cl/hojasdeotoño/;25000;2;12;Todos los niveles;Musica"
"589248;Piano con Willie: ejercicios de jazz y gospel;https://www.udemia.cl/instant-harmonica-play-somewhere-over-the-rainbow-now/;40000;3;11;Todos los niveles;Musica"
"374566;Ukulele lernen für Papas mit Bruder Jakob;https://www.udemia.cl/percusión/;55000;1;192;Nivel principiante;Musica"
"561774;Lecciones de guitarra para principiantes: su curso básico completo;https://www.udemia.cl/instant-harmonica-play-the-irish-tune-molly-molone-today/;60000;13;13;Todos los niveles;Musica"
"628798;Aprende a tocar la guitarra elÃ©ctrica;https://www.udemia.cl/playpianowithbeyer/;50000;0;30;Nivel principiante;Musica"
"271652;Beginner Level Popular Piano Program - Month 1;https://www.udemia.cl/como-tocar-el-djembe-para-principiantes/;30000;2;19;Nivel principiante;Musica"
"1186514;Domina el saxofón: ¡Instrucción intermedia simplificada!;https://www.udemia.cl/learn-to-play-harp-beginners-course/;50000;9;10;Todos los niveles;Musica"
"897162;Guitarra Fingerstyle de Jacques Stotzem - Nivel Avanzado;https://www.udemia.cl/101-awesome-rockabilly-guitar-licks/;30000;4;33;Todos los niveles;Musica"
"131512;Acordes de guitarra y rasgueo básico;https://www.udemia.cl/insiderumtechnique/;20000;0;25;Todos los niveles;Musica"
"371896;Aprende todos los secretos de la salsa para piano;https://www.udemia.cl/trombón-intermedio/;50000;0;123;Todos los niveles;Musica"
"769518;Lecciones de flauta para principiantes;https://www.udemia.cl/instant-harmonica-play-the-groovy-valens-la-bamba-now/;20000;10;10;Nivel principiante;Musica"
"467408;Guitarra: el siguiente nivel;https://www.udemia.cl/how-to-play-djembe-drums-rhythm-level-2/;55000;12;36;Nivel principiante;Musica"
"41890;Cómo tocar el piano contemporáneo;https://www.udemia.cl/guia-para-principiantes-para-tocar-la-guitarra/;25000;35;98;Todos los niveles;Musica"
"601230;Canciones navideñas fáciles de tocar para guitarra;https://www.udemia.cl/canciones-de-navidad/;100000;8;9;Todos los niveles;Musica"
"475914;Curso de iniciación a la guitarra - Método 'Pruébalo y ámalo';https://www.udemia.cl/getchugging/;25000;0;25;Nivel principiante;Musica"
"446478;Toca todas las escalas mayores de oído, ¡no se requiere notación!;https://www.udemia.cl/flauta-carnatica/;40000;8;49;Nivel principiante;Musica"
"146852;# 6 Coordinación de la mano del piano: toque Open 10 Ballad a 9/4 Song;https://www.udemia.cl/conceptos-básicos-de-piano-fácil-con-willie/;65000;3;14;Nivel principiante;Musica"
"180680;Curso de Bateria - Explorando Diferentes DivisÃµes;https://www.udemia.cl/saxophone-beyond-beginner-a-guide-from-musicprofessor/;55000;2;86;Nivel principiante;Musica"
"1196538;Blues Bass - Guía de inicio rápido;https://www.udemia.cl/pbbchordvariations/;50000;8;9;Nivel intermedio;Musica"
"264396;Ejercicios de técnica de piano Vol.1;https://www.udemia.cl/violin-basics/;50000;4;12;Todos los niveles;Musica"
"1007396;Aprende a leer y escribir música para tocar piano y más instrumentos;https://www.udemia.cl/tocar-el-piano-de-oído-maestro-curso-aprender-haciendo/;115000;27;27;Todos los niveles;Musica"
"245722;Didgeridoo - ¡de cero a HÉROE! Parte tres. Nivel avanzado.;https://www.udemia.cl/piano-indoloro/;35000;5;30;Todos los niveles;Musica"
"519694;Aprende Piratas del Caribe de Oído al Piano;https://www.udemia.cl/aprender-a-jugar-cucharas/;20000;0;25;Todos los niveles;Musica"
"1191088;Doblando las notas azules para darte un sonido asesino en la armónica;https://www.udemia.cl/how-to-improvise-in-the-key-of-g-on-any-bluegrass-instrument/;35000;3;36;Nivel principiante;Musica"
"638204;Tenor Banjo para principiantes absolutos;https://www.udemia.cl/aprender-piano-de-oido/;0;59;59;Todos los niveles;Musica"
"854696;Obtenga habilidades de piano HOY!!!;https://www.udemia.cl/instant-harmonica-play-amazing-grace-oda-to-joy-now/;100000;5;23;Nivel intermedio;Musica"
"32033;¡Aprende guitarra de la manera correcta! Completa el 'Curso de KickStarter';https://www.udemia.cl/idtbateria/;150000;25;25;Nivel intermedio;Musica"
"206986;Dominio de la trompeta: Instrucción intermedia simplificada;https://www.udemia.cl/lecciones-de-piano-para-principiantes-faciles/;50000;18;40;Todos los niveles;Musica"
"55569;Aprende todos los acordes de piano en todas las escalas de piano con lógica;https://www.udemia.cl/los-7-acordes-para-tocarlo-todo/;45000;2;42;Todos los niveles;Musica"
"953442;Greensleeves' Creative Piano Lessons Course;https://www.udemia.cl/blues-piano-improvisation-amaze-yourself/;20000;1;54;Nivel intermedio;Musica"
"71912;Killer Harmonica suena usando la lengua y las notas de flexión.;https://www.udemia.cl/diviértete-con-principiante-blues-piano/;35000;2;27;Nivel principiante;Musica"
"470472;Dominio de la técnica de la guitarra: el entrenamiento de construcción de chop definitivo;https://www.udemia.cl/beginning-euphonium/;20000;4;108;Nivel principiante;Musica"
"664764;Piano: aprende 48 acordes en 1 hora y recuerda siempre cómo;https://www.udemia.cl/drumlessons2/;120000;23;23;Nivel intermedio;Musica"
"757284;Instant Harmonica: ¡juega Yesterday + Scarborough Fair hoy!;https://www.udemia.cl/slide-guitar/;40000;5;17;Nivel intermedio;Musica"
"100916;Curso de guitarra clásica paso a paso;https://www.udemia.cl/robert-johnson-scrapper-blackwell-guitar-lessons/;100000;1;7;Nivel principiante;Musica"
"729464;Cómo tocar 'Guitarra eléctrica',https://www.udemy.com/electric-guitar-beginners-method/,true,50,1105,5,20,Nivel principiante,2 horas,2016-12-29T00:24 :06Z;https://www.udemia.cl/instant-harmonica-play-the-groovy-beatles-yesterday-today/;0;0;14;Todos los niveles;Musica"
"812914;Piano para niños: Desarrollando las habilidades creativas de su hijo;https://www.udemia.cl/beginner-guitar-lessons-your-complete-foundation-course/;65000;2;162;Nivel intermedio;Musica"
"185266;Cómo ganar dinero con una banda de covers;https://www.udemia.cl/trumpet-beyond-beginner/;50000;12;130;Nivel principiante;Musica"
"398522;Lo que puedes aprender antes de las lecciones de piano;https://www.udemia.cl/aprender-las-escalas-y-fundamentos-del-violin/;0;1;39;Nivel principiante;Musica"
"324226;Guitarra para principiantes: afinación, rasgueo y acordes.;https://www.udemia.cl/intermediateflute/;0;30;100;Todos los niveles;Musica"
"725566;Aprende a tocar 'Let It Snow en piano';https://www.udemia.cl/curso-de-violao/;40000;4;27;Nivel principiante;Musica"
"861566;CastaÃ±uelas por Sevillanas - Curso del toque de castaÃ±uelas;https://www.udemia.cl/instant-harmonica-play-adeles-wonderful-hello-today/;40000;2;12;Nivel principiante;Musica"
"214418;Guitarra eléctrica para principiantes - RockStarter Nivel 1;https://www.udemia.cl/lecciones-de-piano-para-los-fans-del-hip-hop/;40000;5;62;Nivel intermedio;Musica"
"147754;Teclados Pop y Jazz y Armonía (nivel principiante);https://www.udemia.cl/the-ultimate-chop-building-workout-for-the-blues-guitarist/;180000;6;6;Nivel principiante;Musica"
"1266892;Curso de Teclado;https://www.udemia.cl/guitarin5days/;40000;0;24;Nivel principiante;Musica"
"12214;Estudios avanzados de saxofón: ¡aprende a dominar el saxofón!;https://www.udemia.cl/evangelio-piano-101/;50000;5;65;Todos los niveles;Musica"
"21080;Aprende a tocar el piano con un pianista de concierto - Para principiantes;https://www.udemia.cl/guitar-essentials/;200000;18;18;Nivel Experto;Musica"
"336446;Toca miles de canciones en la guitarra | acordes de tramposo;https://www.udemia.cl/circular-breathing-for-musicians-practical-skills/;100000;5;17;Nivel principiante;Musica"
"147404;Instant Harmonica - toca The Kesh (pt 1) ¡es fácil y divertido!;https://www.udemia.cl/fretboard-mastery-for-the-blues-guitarist/;40000;5;5;Nivel principiante;Musica"
"592606;Piano con Willie: acordes de piano vol. 1;https://www.udemia.cl/spielend-klavier-lernen/;40000;4;53;Nivel intermedio;Musica"
"759972;Clases de guitarra para principiantes;https://www.udemia.cl/150-rock-guitar-licks-you-must-know/;20000;0;21;Nivel intermedio;Musica"
"80844;El curso total de guitarra para principiantes;https://www.udemia.cl/beginner-guitar-8-lessons-everyone-needs/;0;39;39;Nivel intermedio;Musica"
"504168;piano con un profesional;https://www.udemia.cl/aprender-flauta-rápido/;25000;6;61;Todos los niveles;Musica"
"441996;Aprende a tocar el piano usando acordes de pop, R&B y gospel;https://www.udemia.cl/bones-of-the-blues/;50000;15;21;Nivel principiante;Musica"
"988678;Bones of the Blues: ¡aprende 4 melodías geniales hasta el nivel de experto ahora!;https://www.udemia.cl/curso-de-piano-101-tocando-partituras-y-acordes/;200000;9;93;Todos los niveles;Musica"
"103662;Teoría y Técnica Esenciales para Guitarra;https://www.udemia.cl/introduction-to-lead-guitar/;0;34;34;Nivel principiante;Musica"
"146450;Instant Harmonica - ¡Toca la melodía irlandesa Whiskey in the Jar!;https://www.udemia.cl/un-año-de-lecciones-de-piano-en-un-fin-de-semana/;20000;1;33;Nivel principiante;Musica"
"764534;Guitarra Fingerstyle de percusión;https://www.udemia.cl/guitar-lessons-learning-the-neck-fretboard-mastery/;50000;43;49;Todos los niveles;Musica"
"277770;tocar el piano de oído | Clase Magistral, Aprende Haciendo;https://www.udemia.cl/electric-bass-right-from-the-start/;175000;9;9;Todos los niveles;Musica"
"138336;5 lecciones que todo guitarrista debe tomar;https://www.udemia.cl/piano-the-hard-way/;0;22;22;Nivel principiante;Musica"
"99946;Armónica instantánea: ¡toca la gran melodía irlandesa Molly Malone!;https://www.udemia.cl/open-g-and-d-guitar-lessons/;20000;2;6;Todos los niveles;Musica"
"789820;Guitarra 201: Avances;https://www.udemia.cl/instant-harmonica-play-christmas-and-birthday-songs-now/;20000;1;18;Todos los niveles;Musica"
"344348;Aprende el violín - Técnicas de arco;https://www.udemia.cl/clarinet-beyond-beginner/;80000;6;97;Todos los niveles;Musica"
"373636;Cajón paso a paso: Principiante > Intermedio > Avanzado;https://www.udemia.cl/beginning-trombone/;35000;9;110;Nivel principiante;Musica"
"207440;Aprende Piano Online-In the Garden Piano Solo;https://www.udemia.cl/super-curso-de-guitarra-practico-para-principiantes/;60000;0;215;Nivel principiante;Musica"
"214328;Beginner Guitar Essentials;https://www.udemia.cl/piano-lessons-for-the-rb-fan/;95000;2;64;Nivel intermedio;Musica"
"459804;Cómo tocar melodías fáciles en la armónica: solo lo básico;https://www.udemia.cl/beginner-tuba/;35000;3;106;Todos los niveles;Musica"
"1048302;Instant Bodhran - segunda parte;https://www.udemia.cl/learn-travis-picking-from-scratch/;0;0;25;Todos los niveles;Musica"
"184324;Pianoforall - Increíble nueva forma de aprender piano y teclado;https://www.udemia.cl/saxophone-etude-adagio-con-espressione/;200000;80;80;Nivel principiante;Musica"
"589900;Armónica instantánea: ¡toca Aleluya de Leonard Cohen ahora!;https://www.udemia.cl/7-day-guitar-method/;40000;11;11;Todos los niveles;Musica"
"631444;Lecciones de piano para principiantes: ¡Toca el piano Y lee música!;https://www.udemia.cl/aprendiendo-piano/;70000;9;30;Todos los niveles;Musica"
"90132;Aprende a tocar la trompeta: principiante a profesional hecho de la manera más fácil;https://www.udemia.cl/didgeridoo-from-beginner-to-advanced-in-easy-stages/;50000;19;19;Todos los niveles;Musica"
"605074;Haz música electrónica con el iPad;https://www.udemia.cl/flauta-avanzada/;20000;0;95;Nivel principiante;Musica"
"457206;Canciones navideñas para piano para principiantes vol. I;https://www.udemia.cl/beginning-bassoon/;40000;3;77;Nivel principiante;Musica"
"263672;Técnica de tambor interior;https://www.udemia.cl/lecciones-de-guitarra/;50000;10;19;Todos los niveles;Musica"
"760066;Fundamentos de guitarra bluegrass: webisodios 13, 14 y 15;https://www.udemia.cl/blues-guitar-magic-volume-1/;30000;1;15;Nivel intermedio;Musica"
"761584;Mundharmonika spielen - mein schönstes Hobby;https://www.udemia.cl/guitar-lessons-soloing-with-arpeggios-essential-guide/;20000;7;34;Todos los niveles;Musica"
"459468;Armónica instantánea: ¡juega Over the Rainbow + Skye Boat ahora!;https://www.udemia.cl/advanced-bassoon/;40000;4;106;Nivel intermedio;Musica"
"344180;Toca violín y violín para principiantes - es divertido - Curso 1;https://www.udemia.cl/play-the-jews-harp/;20000;8;35;Todos los niveles;Musica"
"665278;Aprende bandas sonoras de vikingos en el piano de oído;https://www.udemia.cl/walking-bass-quick-start-guide/;20000;0;31;Nivel principiante;Musica"
"933666;Raíces y técnicas de la guitarra de los Allman Brothers;https://www.udemia.cl/how-to-get-into-an-irish-music-session-with-confidence/;75000;8;8;Todos los niveles;Musica"
"42255;Cómo tocar el cajón: para principiantes;https://www.udemia.cl/old-time-banjo-for-the-absolute-beginner/;30000;15;17;Todos los niveles;Musica"
"647276;Bajo eléctrico para principiantes ocupados Curso 1;https://www.udemia.cl/lecciones-de-guitarra-acoustic-blues/;50000;15;101;Todos los niveles;Musica"
"966522;Piano para cantantes/compositores | ¡Escribe canciones y actúa en vivo!;https://www.udemia.cl/aprendiendo-piano-curso-de-ejercicios-tecnicos/;100000;24;24;Todos los niveles;Musica"
"725906;El curso de guitarra para principiantes 80/20;https://www.udemia.cl/pianolessons/;50000;27;56;Nivel principiante;Musica"
"876396;Fundamentos de la guitarra bluegrass: webisodios 11 y 12;https://www.udemia.cl/guitar-fretboard-secrets/;30000;1;35;Todos los niveles;Musica"
"615226;Dominar el arte de los acordes de guitarra;https://www.udemia.cl/play-leyenda-canarios-y-bach-en-guitarra-clasica/;20000;0;70;Nivel principiante;Musica"
"188498;Piano para principiantes completos: ¡Aprende tu primera canción hoy!;https://www.udemia.cl/trumpet-etudes-allegretto/;40000;10;82;Todos los niveles;Musica"
"459888;La guitarra 80/20: escribe música y toca la guitarra en 30 días;https://www.udemia.cl/tuba-intermedia/;0;28;107;Nivel principiante;Musica"
"175278;Armónica instantánea: ¡toca Whiskey in the Jar + Molly Malone!;https://www.udemia.cl/como-diseñar-su-propia-guitarra/;40000;3;32;Nivel principiante;Musica"
"198692;Lecciones de guitarra blues: de Texas a Carolina;https://www.udemia.cl/guitarra-acústica-después-de-los-básicos/;20000;12;25;Nivel intermedio;Musica"
"820086;Lecciones de guitarra: ¡Guitarra de rock en 1 día!;https://www.udemia.cl/the-music-coach-online-bass-guitar-lesson-program/;50000;4;38;Nivel principiante;Musica"
"760300;Serie Trumpet Pro: te encantará practicar la trompeta;https://www.udemia.cl/blues-guitar-lessons-volume-2-slow-blues-essentials/;50000;1;11;Nivel intermedio;Musica"
"459207;Fundamentos de guitarra bluegrass: webisodios 7 y 8;https://www.udemia.cl/intermediate-bassoon/;30000;0;102;Nivel principiante;Musica"
"459926;Didgeridoo - ¡de cero a HÉROE! La segunda parte. Intermedio.;https://www.udemia.cl/tuba-avanzada/;35000;2;63;Todos los niveles;Musica"
"823494;16 acordes de guitarra para improvisar - (Principiante - Intermedio);https://www.udemia.cl/comment-jouer-du-pianoforte/;20000;19;41;Todos los niveles;Musica"
"743634;Play Piano Today - Favoritos festivos sencillos y éxitos de fiestas con piano;https://www.udemia.cl/piano-con-willie-blues-n-boogie-vol-1/;75000;6;15;Todos los niveles;Musica"
"62252;Aprende a tocar 25 canciones clásicas de hip hop;https://www.udemia.cl/componer-e-improvisar-mediante-puccini/;25000;9;16;Nivel principiante;Musica"
"459946;Cómo hablar pianés (nivel principiante);https://www.udemia.cl/intermediate-tuba-solos/;30000;5;20;Todos los niveles;Musica"
"139790;Aprende piano con Beyer, desafío de 15 minutos;https://www.udemia.cl/benhewlettharmonicatuitionint2/;65000;2;14;Todos los niveles;Musica"
"286898;Learn 3 - ¡Todos los éxitos de AR Rahman en la flauta carnática!;0;70000;0;0;0;Musica"
"263432;¡Dale sabor a tu forma de tocar con algunas técnicas sencillas de flamenco!;https://www.udemia.cl/aprende-los-secretos-de-la-armonica-con-arpa-y-alma/;40000;11;59;Todos los niveles;Musica"
"618586;Aprende a tocar la trompeta;https://www.udemia.cl/flauta-solos/;75000;0;62;Todos los niveles;Musica"
"331970;Las mejores lecciones de guitarra para principiantes de Sam Lyons;https://www.udemia.cl/learn-oud/;20000;20;38;Nivel intermedio;Musica"
"1105904;Aprende el acordeÃ³n de oÃdo y con tÃ©cnica â€“Nivel Intermedioâ€“;https://www.udemia.cl/aprende-a-tocar-25-canciones-clasicas-de-hip-hop/;25000;7;27;Todos los niveles;Musica"
"644654;Aprende piano hoy: curso de cómo tocar piano en lecciones rápidas"""""";https://www.udemia.cl/carnatic-flute-basics/;100000;68;91;Todos los niveles;Musica"
"320238;Lecciones de piano para principiantes: aprende piano rápida y fácilmente;https://www.udemia.cl/girl_from_ipanema/;75000;5;5;Todos los niveles;Musica"
"373556;Walking Bass - Guía de inicio rápido;https://www.udemia.cl/clarinet-etudes/;50000;20;77;Nivel principiante;Musica"
"184088;Tocar el piano: leer y tocar melodías clásicas Vol.II;https://www.udemia.cl/saxophone-solos/;40000;3;39;Todos los niveles;Musica"
"153230;Guitarra rockabilly para principiantes;https://www.udemia.cl/swing-low-nashville-piano-style/;40000;15;15;Nivel intermedio;Musica"
"630734;Curso de percusión online de Patricio Iglesias (Santa Sabina);https://www.udemia.cl/how-to-play-the-cajon-for-beginners/;35000;1;25;Todos los niveles;Musica"
"476000;Aprendiendo piano: Lectura de piezas clásicas Vol.I;https://www.udemia.cl/piano-facil-para-ninos-pinogi/;50000;12;104;Todos los niveles;Musica"
"53157;Super guitarra para principiantes: comience bien, comience increíble;https://www.udemia.cl/beginning-flauta-lecciones/;30000;3;17;Todos los niveles;Musica"
"869312;Aprende los Secretos de la Armónica con HARP&SOUL"""""";https://www.udemia.cl/take-note-beginner-clarinet/;75000;17;43;Nivel intermedio;Musica"
"427066;Introducción al ukelele 1;https://www.udemia.cl/guitarra-flamenca-a/;20000;25;34;Todos los niveles;Musica"
"759130;Guitarra para educadores musicales: aprender a enseñar guitarra;https://www.udemia.cl/flute-pro-series/;20000;3;28;Todos los niveles;Musica"
"1013558;Tocar el piano: Escalas y arpegios Vol.I: Claves mayores;https://www.udemia.cl/pure-pentatonic-power-a-masterclass-in-rock-and-blues/;50000;3;18;Nivel intermedio;Musica"
"1158690;Guitarra: aprende 10 progresiones de acordes de guitarra CCR;https://www.udemia.cl/instant-harmonica-basic-12-bar-blues-course-fácil-y-divertido/;50000;8;14;Todos los niveles;Musica"
"636858;Afina esa nota amarga en tu piano;https://www.udemia.cl/instant-harmonica-play-the-gorgeous-skye-boat-song-now/;20000;0;11;Nivel principiante;Musica"
